Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-2/GBB-CBS/0190-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten; 5.206,89; 1.600,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0190-00/7060999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7060999;IE-GEEN;AGB - gemeentehuis;;; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0190-00/7080000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7080000;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);; 100,00; 100,00; 100,00; 100,00; 100,00
BP2014_2019-2/GBB-CBS/0190-00/7390000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7390000;IE-GEEN;Gemeentelijke administratieve sanctie; 425,00; 750,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/GBB-CBS/0200-00/2140007/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2140007;IE6;Plannen en studies - Activa in aanbouw; 65.730,59; 374.350,16;;;;
BP2014_2019-2/GBB-CBS/0200-00/2210100/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2210100;IE6;Gebouwen - administratieve gebouwen - gemeenschapsgoederen;; 6.710,00; 26.000,00;;;
BP2014_2019-2/GBB-CBS/0200-00/2240007/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2240007;IE6;Wegen - Activa in aanbouw; 565.194,43; 31.781,73;;;;
BP2014_2019-2/GBB-CBS/0200-00/2250000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2250000;IE6;Overige infrastructuur betreffende de wegen; 1.377,19; 28.000,00; 2.500,00; 2.500,00; 2.500,00; 2.500,00
BP2014_2019-2/GBB-CBS/0200-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen; 1.789,59; 9.110,41; 67.500,00; 2.000,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0200-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2400000;IE6;Meubilair - gemeenschapsgoederen; 769,56; 30,44;;;;
BP2014_2019-2/GBB-CBS/0200-00/2430000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2430000;IE6; vervanging vrachtwagen 1-EML-562 (2003);; 247.500,00; 125.000,00;;; 30.000,00
BP2014_2019-2/GBB-CBS/0200-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6001000;IE-GEEN;Aankoop technisch materiaal; 2.217,61; 4.000,00; 4.000,00; 4.000,00; 4.000,00; 4.000,00
BP2014_2019-2/GBB-CBS/0200-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103001;IE-GEEN;Benodigdheden voor gebouwen; 3.953,23; 3.500,00; 3.500,00; 3.500,00; 3.500,00; 3.500,00
BP2014_2019-2/GBB-CBS/0200-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen; 1.017,11; 5.500,00; 4.500,00; 3.500,00; 3.500,00; 3.500,00
BP2014_2019-2/GBB-CBS/0200-00/6103501/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen; 20.403,48; 26.000,00; 26.000,00; 30.000,00; 30.000,00; 30.000,00
BP2014_2019-2/GBB-CBS/0200-00/6103513/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103513;IE-GEEN;Sneeuwopruiming en ijzelbestrijding; 1.802,42; 35.000,00; 15.000,00; 20.000,00; 20.000,00; 20.000,00
BP2014_2019-2/GBB-CBS/0200-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6110000;IE-GEEN;Elektriciteit; 3.571,90; 4.600,00; 4.669,00; 4.739,04; 4.810,13; 4.882,28
BP2014_2019-2/GBB-CBS/0200-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6111000;IE-GEEN;Gas; 4.712,18; 6.000,00; 6.000,00; 6.000,00; 6.000,00; 6.000,00
BP2014_2019-2/GBB-CBS/0200-00/6112000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6112000;IE-GEEN;Stookolie;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0200-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6113000;IE-GEEN;Water; 945,38; 1.015,00; 1.030,23; 1.045,68; 1.061,36; 1.077,28
BP2014_2019-2/GBB-CBS/0200-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;; 2.000,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0200-00/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141001;IE-GEEN;Kantoorbenodigdheden;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0200-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet; 3.975,34; 4.000,00; 4.000,00; 4.000,00; 4.000,00; 4.000,00
BP2014_2019-2/GBB-CBS/0200-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 7,32; 10,00; 10,00; 10,00; 10,00; 10,00
BP2014_2019-2/GBB-CBS/0200-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten; 2.803,88; 1.400,00; 3.900,00; 3.900,00; 3.900,00; 3.900,00
BP2014_2019-2/GBB-CBS/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150001;IE-GEEN;Aankoop klein materieel; 23.702,98; 18.200,00; 8.000,00; 8.000,00; 8.000,00; 8.000,00
BP2014_2019-2/GBB-CBS/0200-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel; 100,48;;;;;
BP2014_2019-2/GBB-CBS/0200-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150011;IE-GEEN;Kosten werkkleding; 9.758,58; 10.400,00; 6.750,00; 5.250,00; 6.750,00; 6.500,00
BP2014_2019-2/GBB-CBS/0200-00/6150200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150200;IE-GEEN;Huur technisch materieel; 3.589,47; 5.000,00; 5.000,00; 5.000,00; 5.000,00; 5.000,00
BP2014_2019-2/GBB-CBS/0200-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel; 17.605,67; 22.250,00; 23.312,50; 24.428,13; 18.500,00; 19.375,00
BP2014_2019-2/GBB-CBS/0200-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel; 1.124,29; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0200-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen; 14.942,47; 22.600,00; 15.000,00; 15.000,00; 15.000,00; 12.500,00
BP2014_2019-2/GBB-CBS/0200-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen; 573,30; 350,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/GBB-CBS/0200-00/6160004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160004;IE-GEEN;Olie en brandstof voor voertuigen; 28.345,09; 22.000,00; 32.000,00; 32.000,00; 32.000,00; 32.000,00
BP2014_2019-2/GBB-CBS/0200-00/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen; 2.119,69; 10.000,00; 7.000,00; 7.000,00; 7.000,00; 7.000,00
BP2014_2019-2/GBB-CBS/0200-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 191.609,05; 210.000,00; 212.554,44; 217.868,30; 223.315,01; 228.897,88
BP2014_2019-2/GBB-CBS/0200-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 13.159,86;;;;;
BP2014_2019-2/GBB-CBS/0200-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen; 158.149,24; 51.885,47;;;;
BP2014_2019-2/GBB-CBS/0200-00/6202100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6202100;IE-GEEN;Vakantiegeld gesubsidieerde contractuelen; 13.211,60;;;;;
BP2014_2019-2/GBB-CBS/0200-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel; 10.041,77; 129.657,27; 228.562,64; 231.898,70; 237.696,17; 243.638,57
BP2014_2019-2/GBB-CBS/0200-00/6203100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6203100;IE-GEEN;Vakantiegeld contractuelen; 3.902,66;;;;;
BP2014_2019-2/GBB-CBS/0200-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 78.335,13; 83.919,75; 86.788,38; 89.225,25; 91.731,05; 94.307,75
BP2014_2019-2/GBB-CBS/0200-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0200-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen; 8.978,16; 2.012,15;;;;
BP2014_2019-2/GBB-CBS/0200-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen; 3.677,61; 33.561,25; 59.176,82; 59.467,24; 60.953,93; 62.477,77
BP2014_2019-2/GBB-CBS/0200-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);; -34.250,01; -34.250,01; -34.250,01; -34.250,01; -34.250,01
BP2014_2019-2/GBB-CBS/0200-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 1.217,70; 1.216,75; 1.288,08; 1.309,84; 1.332,04; 1.354,68
BP2014_2019-2/GBB-CBS/0200-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.; 1.535,69; 2.101,25; 1.587,34; 1.619,09; 1.651,47; 1.684,50
BP2014_2019-2/GBB-CBS/0200-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.; 1.525,70; 1.556,21;;;;
BP2014_2019-2/GBB-CBS/0200-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;;; 2.153,78; 2.207,63; 2.262,82; 2.319,39
BP2014_2019-2/GBB-CBS/0200-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;; 280,50; 2.153,78; 2.207,63; 2.262,82; 2.319,39
BP2014_2019-2/GBB-CBS/0200-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk; 78,81; 355,25; 360,58; 365,99; 371,48; 377,05
BP2014_2019-2/GBB-CBS/0200-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6231004;IE-GEEN;Maaltijdcheques; 15.204,00; 18.900,00; 18.900,00; 18.900,00; 18.900,00; 18.900,00
BP2014_2019-2/GBB-CBS/0200-00/6400009/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6400009;IE-GEEN;Belastingen en taksen op rollend materieel;; 750,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/GBB-CBS/0200-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 605,15; 620,17; 629,47; 638,91; 648,49; 658,22
BP2014_2019-2/GBB-CBS/0200-00/7000003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer; 300,80; 100,00; 100,00; 100,00; 100,00; 100,00
BP2014_2019-2/GBB-CBS/0200-00/7000005/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7000005;IE-GEEN;Verkoop van voertuigen, fietsen en bromfietsen; 6.010,00; 2.500,00; 250,00; 250,00;;
BP2014_2019-2/GBB-CBS/0200-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen; 37,00;;;;;
BP2014_2019-2/GBB-CBS/0200-00/7020000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7020000;IE-GEEN;Opbrengsten uit prestaties; 587,59;;;;;
BP2014_2019-2/GBB-CBS/0200-00/7402020/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7402020;IE-GEEN;Subsidies sociale maribel; 34.250,01;;;;;
BP2014_2019-2/GBB-CBS/0200-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0200-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 12.545,76;;;;;
BP2014_2019-2/GBB-CBS/0200-00/7450000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7450000;IE-GEEN;Recuperaties van kosten; 587,59;; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0200-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 2.225,78; 2.400,00; 2.400,00; 2.400,00; 2.400,00; 2.400,00
BP2014_2019-2/GBB-CBS/0210-00/2250000/BESTUUR/CBS/IE6/U;GBB-CBS;0210-00;2250000;IE6;Overdracht krediet van 2014 naar 2015;; 0,00;;;;
BP2014_2019-2/GBB-CBS/0210-00/6100200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0210-00;6100200;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (korte termijn); 293,75; 300,00; 300,00; 300,00; 300,00; 300,00
BP2014_2019-2/GBB-CBS/0210-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0210-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen; 3.262,00; 520,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0290-00/1500000/BESTUUR/CBS/IE6/O;GBB-CBS;0290-00;1500000;IE6;Overdracht krediet van 2014 naar 2015;; 17.879,00;;;;
BP2014_2019-2/GBB-CBS/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0290-00;6159999;IE-GEEN;Overige exploitatiekosten; 158,00; 500,00; 500,00; 500,00; 500,00; 500,00
BP2014_2019-2/GBB-CBS/0300-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0300-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden; 2.475,50; 2.800,00; 2.800,00; 2.800,00; 2.800,00;
BP2014_2019-2/GBB-CBS/0300-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0300-00;6159999;IE-GEEN;Overige exploitatiekosten; 286.535,48; 415.000,00; 425.000,00; 425.000,00; 425.000,00; 425.000,00
BP2014_2019-2/GBB-CBS/0300-00/7000003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0300-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer; 10.026,76;; 10.450,00; 10.450,00; 10.450,00; 10.450,00
BP2014_2019-2/GBB-CBS/0300-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0300-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen; 42.592,77; 44.500,00; 44.500,00; 44.500,00; 44.500,00; 44.500,00
BP2014_2019-2/GBB-CBS/0300-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0300-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten; 5.625,32; 5.380,00; 5.380,00; 5.380,00; 5.380,00; 5.380,00
BP2014_2019-2/GBB-CBS/0309-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0309-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen;; 2.538,58;;;;
BP2014_2019-2/GBB-CBS/0309-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6001000;IE-GEEN;Aankoop technisch materiaal; 3.088,15; 1.500,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0309-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop; 1.384,45; 6.500,00; 6.500,00; 6.500,00; 6.500,00; 6.500,00
BP2014_2019-2/GBB-CBS/0309-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6103001;IE-GEEN;Benodigdheden voor gebouwen; 18,32; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0309-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;; 300,00; 300,00; 300,00; 300,00; 300,00
BP2014_2019-2/GBB-CBS/0309-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6110000;IE-GEEN;Elektriciteit; 1.856,00; 2.500,00; 2.537,50; 2.575,56; 2.614,19; 2.653,40
BP2014_2019-2/GBB-CBS/0309-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6113000;IE-GEEN;Water; -10,11; 500,00; 507,50; 515,11; 522,84; 530,68
BP2014_2019-2/GBB-CBS/0309-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden; 134.397,44; 22.450,00; 2.000,00; 2.000,00; 2.000,00; 3.500,00
BP2014_2019-2/GBB-CBS/0309-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet; 655,44; 660,00; 660,00; 660,00; 660,00; 660,00
BP2014_2019-2/GBB-CBS/0309-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 1,66; 1,70; 1,70; 1,70; 1,70; 1,70
BP2014_2019-2/GBB-CBS/0309-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal; 61,14; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0309-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten; 42,38; 250,00; 250,00; 250,00; 250,00; 250,00
BP2014_2019-2/GBB-CBS/0309-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel; 33,76;;;;;
BP2014_2019-2/GBB-CBS/0309-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6159999;IE-GEEN;Overige exploitatiekosten; 4.952,04; 5.000,00; 5.000,00; 5.000,00; 5.000,00; 5.000,00
BP2014_2019-2/GBB-CBS/0309-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen; 34.810,10; 10.692,11;;;;
BP2014_2019-2/GBB-CBS/0309-00/6202100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6202100;IE-GEEN;Vakantiegeld gesubsidieerde contractuelen; 2.509,37;;;;;
BP2014_2019-2/GBB-CBS/0309-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;; 28.359,56; 37.222,00; 38.152,55; 39.106,36; 40.084,02
BP2014_2019-2/GBB-CBS/0309-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen; 2.025,50; 472,05;;;;
BP2014_2019-2/GBB-CBS/0309-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;; 7.842,39; 10.519,26; 10.782,24; 11.051,80; 11.328,09
BP2014_2019-2/GBB-CBS/0309-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.; 346,49; 480,00; 420,25; 430,76; 441,53; 452,56
BP2014_2019-2/GBB-CBS/0309-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.; 275,00; 280,50;;;;
BP2014_2019-2/GBB-CBS/0309-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;;; 420,25; 430,76; 441,53; 452,56
BP2014_2019-2/GBB-CBS/0309-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;;; 286,11; 291,83; 297,67; 303,62
BP2014_2019-2/GBB-CBS/0309-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6231004;IE-GEEN;Maaltijdcheques; 1.113,00; 1.350,00; 1.350,00; 1.350,00; 1.350,00; 1.350,00
BP2014_2019-2/GBB-CBS/0309-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6493000;IE-GEEN;Subsidiëring zwerfvuilacties;; 750,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/GBB-CBS/0309-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 46,55; 47,71; 48,42; 49,15; 49,88; 50,63
BP2014_2019-2/GBB-CBS/0309-00/7000007/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7000007;IE-GEEN;Verkoop van compostvaten; 4.035,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00
BP2014_2019-2/GBB-CBS/0309-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen; 1.535,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00; 3.000,00
BP2014_2019-2/GBB-CBS/0309-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten; 4.074,42; 5.500,00; 5.500,00; 5.500,00; 5.500,00; 5.500,00
BP2014_2019-2/GBB-CBS/0309-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; -155,71;;;;;
BP2014_2019-2/GBB-CBS/0309-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 209,28; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0309-00/7479999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7479999;IE-GEEN;Overige diverse operationele kosten; 7.982,28;;;;;
BP2014_2019-2/GBB-CBS/0310-00/2100007/BESTUUR/CBS/IE6/U;GBB-CBS;0310-00;2100007;IE6;Kosten van onderzoek en ontwikkeling - Activa in aanbouw; 27.538,80;;;;;
BP2014_2019-2/GBB-CBS/0310-00/2140007/BESTUUR/CBS/IE6/U;GBB-CBS;0310-00;2140007;IE6;Plannen en studies - Activa in aanbouw; 9.703,46; 12.000,00; 6.000,00;;;
BP2014_2019-2/GBB-CBS/0310-00/2280007/BESTUUR/CBS/IE6/U;GBB-CBS;0310-00;2280007;IE6;Riolering - Activa in aanbouw; 17.515,89;;;;;
BP2014_2019-2/GBB-CBS/0310-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6001000;IE-GEEN;Aankoop technisch materiaal; 6.355,76; 11.000,00; 2.500,00; 2.500,00; 2.500,00; 2.500,00
BP2014_2019-2/GBB-CBS/0310-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0310-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6110000;IE-GEEN;Elektriciteit; 85,72; 1.100,00; 1.116,50; 1.133,25; 1.150,25; 1.167,50
BP2014_2019-2/GBB-CBS/0310-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0310-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden; 2.179,30;;;;;
