Code;Actie;Beleidsitem code;Algemene rekening;Economische sectorcode;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-1/GBB-CBS/0160-00/7404999/BESTUUR/CBS/100/IE-GEEN/O;GBB-CBS;0160-00;7404999;100;IE-GEEN;Federaal meerjarenplan;€ 34,374.43;€ 117,400.00;€ 30,300.00;;;
BP2014_2019-1/GBB-CBS/0160-00/7405002/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0160-00;7405002;300;IE-GEEN;Personeelssubsidies algemeen;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00
BP2014_2019-1/GBB-CBS/0160-00/7406999/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0160-00;7406999;300;IE-GEEN;Subsidie scholenband;€ 4,000.00;;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00
BP2014_2019-1/GBB-CBS/0160-00/7470000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0160-00;7470000;500;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00
BP2014_2019-1/GBB-CBS/0190-00/6100800/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0190-00;6100800;500;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);;;€ 415,978.29;€ 415,978.29;€ 415,978.29;€ 415,978.29
BP2014_2019-1/GBB-CBS/0190-00/6120150/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0190-00;6120150;500;IE-GEEN;Burgerlijke aansprakelijkheid;;€ 21,930.00;€ 22,368.60;€ 22,815.97;€ 23,272.29;€ 23,737.74
BP2014_2019-1/GBB-CBS/0190-00/6120150/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0190-00;6120150;700;IE-GEEN;Burgerlijke aansprakelijkheid;€ 21,500.00;;;;;
BP2014_2019-1/GBB-CBS/0190-00/6120160/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0190-00;6120160;700;IE-GEEN;Verzekering voertuigen;€ 10,500.00;€ 10,710.00;€ 10,924.20;€ 11,142.68;€ 11,365.54;€ 11,592.85
BP2014_2019-1/GBB-CBS/0190-00/6141005/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0190-00;6141005;500;IE-GEEN;Procedure- en vervolgingskosten;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00
BP2014_2019-1/GBB-CBS/0190-00/6143005/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0190-00;6143005;500;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing);€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00
BP2014_2019-1/GBB-CBS/0190-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0190-00;6149000;600;IE-GEEN;Overige administratie- en kantoorkosten;€ 10,000.00;€ 0.00;€ 0.00;€ 0.00;€ 10,000.00;€ 10,000.00
BP2014_2019-1/GBB-CBS/0190-00/6160300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0190-00;6160300;600;IE-GEEN;Onderhoud en herstelling voertuigen;€ 3,000.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/GBB-CBS/0190-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0190-00;6230001;500;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 4,000.00;€ 4,060.00;€ 4,120.90;€ 4,182.71;€ 4,245.45;€ 4,309.14
BP2014_2019-1/GBB-CBS/0190-00/6231005/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0190-00;6231005;500;IE-GEEN;Verzekering arbeidsongevallen;€ 44,900.00;€ 45,798.00;€ 46,713.96;€ 47,648.24;€ 48,601.20;€ 49,573.23
BP2014_2019-1/GBB-CBS/0190-00/6239999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0190-00;6239999;600;IE-GEEN;Vergoeding voor laatste ziekte en begrafeniskosten;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00
BP2014_2019-1/GBB-CBS/0190-00/6430000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0190-00;6430000;600;IE-GEEN;Vergoeding schadegevallen;€ 3,000.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/GBB-CBS/0190-00/6479999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0190-00;6479999;600;IE-GEEN;Overige diverse operationele kosten;€ 1,210.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/GBB-CBS/0190-00/6500100/BESTUUR/CBS/450/IE-GEEN/U;GBB-CBS;0190-00;6500100;450;IE-GEEN;FinanciÃ«le kosten leasingschulden;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00
BP2014_2019-1/GBB-CBS/0190-00/6570002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0190-00;6570002;600;IE-GEEN;Verwijlintresten;€ 150.00;€ 150.00;€ 150.00;€ 150.00;€ 150.00;€ 150.00
BP2014_2019-1/GBB-CBS/0190-00/6599999/BESTUUR/CBS/300/IE-GEEN/U;GBB-CBS;0190-00;6599999;300;IE-GEEN;Overige diverse financiÃ«le kosten;€ 341.00;;;;;
BP2014_2019-1/GBB-CBS/0190-00/7000099/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0190-00;7000099;500;IE-GEEN;Opbrengsten uit andere verkopen;€ 25.00;;;;;
BP2014_2019-1/GBB-CBS/0190-00/7000099/BESTUUR/CBS/800/IE-GEEN/O;GBB-CBS;0190-00;7000099;800;IE-GEEN;Opbrengsten uit andere verkopen;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00
BP2014_2019-1/GBB-CBS/0190-00/7040006/BESTUUR/CBS/700/IE-GEEN/O;GBB-CBS;0190-00;7040006;700;IE-GEEN;Tussenkomsten van verzekeringsmaatschappijen;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00
BP2014_2019-1/GBB-CBS/0190-00/7040999/BESTUUR/CBS/100/IE-GEEN/O;GBB-CBS;0190-00;7040999;100;IE-GEEN;Andere terugvorderingen en tussenkomsten;€ 1,071.20;€ 1,071.20;€ 1,071.20;€ 1,071.20;€ 1,071.20;€ 1,071.20
BP2014_2019-1/GBB-CBS/0190-00/7040999/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0190-00;7040999;500;IE-GEEN;terugvordering telefoonkosten;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00
BP2014_2019-1/GBB-CBS/0190-00/7040999/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0190-00;7040999;600;IE-GEEN;Andere terugvorderingen en tussenkomsten;€ 100.00;;;;;
BP2014_2019-1/GBB-CBS/0190-00/7040999/BESTUUR/CBS/800/IE-GEEN/O;GBB-CBS;0190-00;7040999;800;IE-GEEN;Andere terugvorderingen en tussenkomsten;€ 100.00;;;;;
BP2014_2019-1/GBB-CBS/0190-00/7060999/BESTUUR/CBS/430/IE-GEEN/O;GBB-CBS;0190-00;7060999;430;IE-GEEN;AGB - gemeentehuis;;;€ 343,783.71;€ 343,783.71;€ 343,783.71;€ 343,783.71
BP2014_2019-1/GBB-CBS/0190-00/7080000/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0190-00;7080000;600;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/GBB-CBS/0190-00/7390000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0190-00;7390000;500;IE-GEEN;Gemeentelijke administratieve sanctie;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00
BP2014_2019-1/GBB-CBS/0200-00/2140007/BESTUUR/CBS/600/IE6/U;GBB-CBS;0200-00;2140007;600;IE6;studiekosten fietspaden/herkasseien/ontw.wegen;€ 440,080.75;;;;;
BP2014_2019-1/GBB-CBS/0200-00/2240007/BESTUUR/CBS/600/IE6/U;GBB-CBS;0200-00;2240007;600;IE6;aanleg fietspaden Lovenjoelsestr. & Waversesteenweg + voetpad Bergenlaan;€ 614,616.19;;;;;
BP2014_2019-1/GBB-CBS/0200-00/2250000/BESTUUR/CBS/600/IE6/U;GBB-CBS;0200-00;2250000;600;IE6;Aankoop straatmeubilair;€ 1,377.19;€ 28,000.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/GBB-CBS/0200-00/2300000/BESTUUR/CBS/600/IE6/U;GBB-CBS;0200-00;2300000;600;IE6;vervanging zelftrekkende grasmaaier;€ 8,150.00;€ 1,500.00;€ 7,500.00;€ 2,000.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/GBB-CBS/0200-00/2400000/BESTUUR/CBS/600/IE6/U;GBB-CBS;0200-00;2400000;600;IE6;Meubilair - gemeenschapsgoederen;€ 800.00;;;;;
BP2014_2019-1/GBB-CBS/0200-00/2430000/BESTUUR/CBS/600/IE6/U;GBB-CBS;0200-00;2430000;600;IE6;Rollend materieel - gemeenschapsgoederen;€ 35,000.00;€ 212,500.00;€ 115,000.00;;;€ 30,000.00
BP2014_2019-1/GBB-CBS/0200-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6001000;600;IE-GEEN;Aankoop technisch materiaal;€ 3,000.00;€ 4,000.00;€ 4,005.00;€ 4,005.00;€ 4,005.00;€ 4,005.00
BP2014_2019-1/GBB-CBS/0200-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6103001;600;IE-GEEN;Benodigdheden voor gebouwen;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00
BP2014_2019-1/GBB-CBS/0200-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6103010;600;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 2,500.00;€ 5,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00
BP2014_2019-1/GBB-CBS/0200-00/6103501/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6103501;600;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;€ 29,000.00;€ 26,000.00;€ 30,000.00;€ 30,000.00;€ 30,000.00;€ 30,000.00
BP2014_2019-1/GBB-CBS/0200-00/6103512/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6103512;600;IE-GEEN;Onderhoud straatmeubilair;€ 0.00;;;;;
BP2014_2019-1/GBB-CBS/0200-00/6103513/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6103513;600;IE-GEEN;Sneeuwopruiming en ijzelbestrijding;€ 15,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00
BP2014_2019-1/GBB-CBS/0200-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6110000;600;IE-GEEN;Elektriciteit;€ 4,600.00;€ 4,600.00;€ 4,669.00;€ 4,739.04;€ 4,810.13;€ 4,882.28
BP2014_2019-1/GBB-CBS/0200-00/6111000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6111000;600;IE-GEEN;Gas;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00
BP2014_2019-1/GBB-CBS/0200-00/6112000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6112000;600;IE-GEEN;Stookolie;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00
BP2014_2019-1/GBB-CBS/0200-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6113000;600;IE-GEEN;Water;€ 1,000.00;€ 1,015.00;€ 1,030.23;€ 1,045.68;€ 1,061.36;€ 1,077.28
BP2014_2019-1/GBB-CBS/0200-00/6131001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6131001;600;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;€ 1,000.00;€ 2,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/GBB-CBS/0200-00/6141001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6141001;600;IE-GEEN;Kantoorbenodigdheden;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00
BP2014_2019-1/GBB-CBS/0200-00/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6141004;600;IE-GEEN;Communicatiekosten telefoon en internet;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00
BP2014_2019-1/GBB-CBS/0200-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0200-00;6141007;700;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 10.00;€ 10.00;€ 10.00;€ 10.00;€ 10.00;€ 10.00
BP2014_2019-1/GBB-CBS/0200-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6149000;600;IE-GEEN;Overige administratie- en kantoorkosten;€ 3,900.00;€ 3,900.00;€ 3,900.00;€ 3,900.00;€ 3,900.00;€ 3,900.00
BP2014_2019-1/GBB-CBS/0200-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6150001;600;IE-GEEN;Verkeerssignalisatie;€ 29,000.00;€ 18,200.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00
BP2014_2019-1/GBB-CBS/0200-00/6150011/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6150011;600;IE-GEEN;Kosten werkkleding;€ 13,000.00;€ 10,400.00;€ 6,750.00;€ 5,250.00;€ 6,750.00;€ 6,500.00
BP2014_2019-1/GBB-CBS/0200-00/6150200/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6150200;600;IE-GEEN;Huur technisch materieel;€ 3,500.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00
BP2014_2019-1/GBB-CBS/0200-00/6150300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6150300;600;IE-GEEN;Onderhoud en herstelling technisch materieel;€ 21,750.00;€ 22,250.00;€ 23,312.50;€ 24,428.13;€ 18,500.00;€ 19,375.00
BP2014_2019-1/GBB-CBS/0200-00/6150800/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6150800;600;IE-GEEN;Onderhoudscontracten technisch materieel;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/GBB-CBS/0200-00/6160001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6160001;600;IE-GEEN;Aankoop benodigdheden voor voertuigen;€ 20,100.00;€ 17,000.00;€ 12,500.00;€ 12,500.00;€ 12,500.00;€ 12,500.00
BP2014_2019-1/GBB-CBS/0200-00/6160003/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6160003;600;IE-GEEN;Controle- en keuringskosten voertuigen;€ 600.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00
BP2014_2019-1/GBB-CBS/0200-00/6160004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6160004;600;IE-GEEN;Olie en brandstof voor voertuigen;€ 32,800.00;€ 32,000.00;€ 32,000.00;€ 32,000.00;€ 32,000.00;€ 32,000.00
BP2014_2019-1/GBB-CBS/0200-00/6160300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6160300;600;IE-GEEN;Onderhoud en herstelling voertuigen;€ 2,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00
BP2014_2019-1/GBB-CBS/0200-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6201000;500;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 235,450.00;€ 245,869.93;€ 252,966.68;€ 259,267.09;€ 265,725.02;€ 272,344.40
BP2014_2019-1/GBB-CBS/0200-00/6202000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6202000;500;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;€ 208,550.00;€ 223,782.34;€ 213,617.39;€ 219,325.33;€ 225,175.96;€ 231,172.86
BP2014_2019-1/GBB-CBS/0200-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6211000;500;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 31,750.00;€ 32,543.75;€ 33,357.34;€ 34,191.28;€ 35,046.06;€ 35,922.21
BP2014_2019-1/GBB-CBS/0200-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6211001;500;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 49,400.00;€ 51,376.00;€ 53,431.04;€ 55,033.97;€ 56,684.99;€ 58,385.54
BP2014_2019-1/GBB-CBS/0200-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6212000;500;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;€ 9,800.00;€ 10,045.00;€ 10,296.13;€ 10,553.53;€ 10,818.37;€ 11,087.80
BP2014_2019-1/GBB-CBS/0200-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6221100;500;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 1,217.83;€ 1,066.75;€ 1,088.08;€ 1,109.84;€ 1,132.04;€ 1,154.68
BP2014_2019-1/GBB-CBS/0200-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6222000;500;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;€ 2,050.00;€ 2,101.25;€ 2,153.78;€ 2,207.63;€ 2,262.82;€ 2,319.39
BP2014_2019-1/GBB-CBS/0200-00/6222100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6222100;500;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 1,525.70;€ 1,556.21;€ 1,587.34;€ 1,619.09;€ 1,651.47;€ 1,684.50
BP2014_2019-1/GBB-CBS/0200-00/6230001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0200-00;6230001;600;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 350.00;€ 355.25;€ 360.58;€ 365.99;€ 371.48;€ 377.05
BP2014_2019-1/GBB-CBS/0200-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6231004;500;IE-GEEN;Maaltijdcheques;€ 18,900.00;€ 18,900.00;€ 18,900.00;€ 18,900.00;€ 18,900.00;€ 18,900.00
BP2014_2019-1/GBB-CBS/0200-00/6400009/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;0200-00;6400009;100;IE-GEEN;Belastingen en taksen op rollend materieel;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00
BP2014_2019-1/GBB-CBS/0200-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0200-00;6496000;500;IE-GEEN;Tussenkomst in de vakbondspremies;€ 611.00;€ 620.17;€ 629.47;€ 638.91;€ 648.49;€ 658.22
BP2014_2019-1/GBB-CBS/0200-00/7000003/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0200-00;7000003;600;IE-GEEN;Verkoop van schroot/oud ijzer;€ 600.00;;;;;
BP2014_2019-1/GBB-CBS/0200-00/7000005/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0200-00;7000005;500;IE-GEEN;Verkoop van voertuigen, fietsen en bromfietsen;€ 2,500.00;€ 2,500.00;€ 250.00;€ 250.00;;
BP2014_2019-1/GBB-CBS/0200-00/7405999/BESTUUR/CBS/100/IE-GEEN/O;GBB-CBS;0200-00;7405999;100;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;€ 27,307.00;€ 27,307.00;€ 27,307.00;€ 27,307.00;€ 27,307.00;€ 27,307.00
BP2014_2019-1/GBB-CBS/0200-00/7406999/BESTUUR/CBS/400/IE-GEEN/O;GBB-CBS;0200-00;7406999;400;IE-GEEN;subdidie opmaak bermbeheersplan;€ 12,545.76;;;;;
BP2014_2019-1/GBB-CBS/0200-00/7470000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0200-00;7470000;500;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 1,134.00;€ 1,134.00;€ 1,134.00;€ 1,134.00;€ 1,134.00;€ 1,134.00
BP2014_2019-1/GBB-CBS/0210-00/2250000/BESTUUR/CBS/390/IE6/U;GBB-CBS;0210-00;2250000;390;IE6;Halteacc. Waversestw;€ 4,841.51;;;;;
BP2014_2019-1/GBB-CBS/0210-00/6100200/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0210-00;6100200;600;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (korte termijn);€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00
BP2014_2019-1/GBB-CBS/0210-00/7000099/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0210-00;7000099;500;IE-GEEN;Verkoop rittenkaarten De Lijn;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00
BP2014_2019-1/GBB-CBS/0290-00/1500000/BESTUUR/CBS/300/IE6/O;GBB-CBS;0290-00;1500000;300;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;€ 29,129.00;;;;;
BP2014_2019-1/GBB-CBS/0290-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0290-00;6159999;600;IE-GEEN;Sensibilisatie mobiliteit;€ 1,000.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/GBB-CBS/0300-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0300-00;6139999;600;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 2,800.00;€ 2,800.00;€ 2,800.00;€ 2,800.00;€ 2,800.00;
BP2014_2019-1/GBB-CBS/0300-00/6159999/BESTUUR/CBS/440/IE-GEEN/U;GBB-CBS;0300-00;6159999;440;IE-GEEN;Overige exploitatiekosten;€ 320,000.00;;;;;
BP2014_2019-1/GBB-CBS/0300-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0300-00;6159999;600;IE-GEEN;Inzameling herbruikbare goederen;€ 9,000.00;€ 415,000.00;€ 415,000.00;€ 415,000.00;€ 415,000.00;€ 415,000.00
BP2014_2019-1/GBB-CBS/0300-00/7000003/BESTUUR/CBS/441/IE-GEEN/O;GBB-CBS;0300-00;7000003;441;IE-GEEN;Verkoop van schroot/oud ijzer;€ 10,450.00;€ 10,450.00;€ 10,450.00;€ 10,450.00;€ 10,450.00;€ 10,450.00
BP2014_2019-1/GBB-CBS/0300-00/7000099/BESTUUR/CBS/441/IE-GEEN/O;GBB-CBS;0300-00;7000099;441;IE-GEEN;Verkoop oud papier;€ 44,500.00;€ 44,500.00;€ 44,500.00;€ 44,500.00;€ 44,500.00;€ 44,500.00
BP2014_2019-1/GBB-CBS/0300-00/7040999/BESTUUR/CBS/441/IE-GEEN/O;GBB-CBS;0300-00;7040999;441;IE-GEEN;Fostplus;€ 880.00;€ 880.00;€ 880.00;€ 880.00;€ 880.00;€ 880.00
BP2014_2019-1/GBB-CBS/0300-00/7040999/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0300-00;7040999;600;IE-GEEN;Andere terugvorderingen en tussenkomsten;€ 1,550.00;;;;;
BP2014_2019-1/GBB-CBS/0300-00/7040999/BESTUUR/CBS/800/IE-GEEN/O;GBB-CBS;0300-00;7040999;800;IE-GEEN;Ontvangsten recycl.elektr./elektron.apparaten;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00
BP2014_2019-1/GBB-CBS/0309-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0309-00;6001000;600;IE-GEEN;Aankoop technisch materiaal;€ 7,000.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00
BP2014_2019-1/GBB-CBS/0309-00/6040000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0309-00;6040000;600;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00
BP2014_2019-1/GBB-CBS/0309-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0309-00;6103001;600;IE-GEEN;Benodigdheden voor gebouwen;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/GBB-CBS/0309-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0309-00;6103010;600;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 500.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00
BP2014_2019-1/GBB-CBS/0309-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0309-00;6110000;600;IE-GEEN;Elektriciteit;€ 2,450.00;€ 2,500.00;€ 2,537.50;€ 2,575.56;€ 2,614.19;€ 2,653.40
BP2014_2019-1/GBB-CBS/0309-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0309-00;6113000;600;IE-GEEN;Water;€ 200.00;€ 500.00;€ 507.50;€ 515.11;€ 522.84;€ 530.68
BP2014_2019-1/GBB-CBS/0309-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0309-00;6139999;600;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 86,000.00;€ 22,450.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 3,500.00
BP2014_2019-1/GBB-CBS/0309-00/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0309-00;6141004;600;IE-GEEN;Communicatiekosten telefoon en internet;€ 660.00;€ 660.00;€ 660.00;€ 660.00;€ 660.00;€ 660.00
BP2014_2019-1/GBB-CBS/0309-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0309-00;6141007;700;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70
BP2014_2019-1/GBB-CBS/0309-00/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0309-00;6142001;600;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 440.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00
