Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;U;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;U;€ 1,750.00;€ 1,793.75;€ 1,838.59;€ 1,884.56;€ 1,931.67;€ 1,979.96;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;U;€ 3,712.50;€ 3,805.31;€ 3,900.45;€ 3,997.96;€ 4,097.91;€ 4,200.35;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;U;€ 627.00;€ 639.54;€ 652.33;€ 665.38;€ 678.68;€ 692.26;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;U;€ 333.33;€ 341.67;€ 350.21;€ 358.96;€ 367.94;€ 377.14;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6222100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;U;€ 634.70;€ 674.39;€ 660.34;€ 673.55;€ 687.02;€ 700.76;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;U;€ 166.67;€ 170.83;€ 175.10;€ 179.48;€ 183.97;€ 188.57;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;U;€ 176.00;€ 179.52;€ 183.11;€ 186.77;€ 190.51;€ 194.32;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;U;€ 1,600.00;€ 1,624.00;€ 1,648.36;€ 1,673.09;€ 1,698.18;€ 1,723.65;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6231004;IE-GEEN;Maaltijdcheques;U;€ 8,100.00;€ 8,100.00;€ 8,100.00;€ 8,100.00;€ 8,100.00;€ 8,100.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0703-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;U;€ 282.00;€ 286.23;€ 290.52;€ 294.88;€ 299.30;€ 303.79;;;;;;;;;;
BP2014_2019-0/1.1.2.1/0709-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0709-00;Overige culturele instellingen;6493000;IE-GEEN;* Toelage culturele raad;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/4.1.1.1/0709-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.1.1.1;Voorzien van een bijdrage aan de vzw Cultuurcentrum Bierbeek;0709-00;Overige culturele instellingen;6493000;IE-GEEN;doorstorting werkingskosten vzw De borre;U;€ 14,913.64;€ 14,490.87;€ 14,780.68;€ 15,076.30;€ 15,377.82;€ 15,685.38;;;;;;;;;;
BP2014_2019-0/2.2.3.5/0710-00/6430100/BESTUUR/CBS/500/IE-GEEN/U;2.2.3.5;Ondersteunen van buurtfeesten en verbondenheidsversterkende intiatieven;0710-00;Feesten en plechtigheden;6430100;IE-GEEN;Tussenkomst in exploitatiekosten;U;€ 4,250.00;€ 4,250.00;€ 4,250.00;€ 4,250.00;€ 4,250.00;€ 4,250.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0710-00/6159999/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0710-00;Feesten en plechtigheden;6159999;IE-GEEN;Feest. & plechtigheden : techn. benod. vr rechts. verbruik;U;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0710-00/6491000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0710-00;Feesten en plechtigheden;6491000;IE-GEEN;Geboortepremie & premie jubilarissen;U;€ 2,500.00;€ 9,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0719-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0719-00;Overige evenementen;6110000;IE-GEEN;Elektriciteit;U;€ 1,000.00;€ 915.00;€ 928.73;€ 942.66;€ 956.80;€ 971.15;;;;;;;;;;
BP2014_2019-0/1.2.4.1/0721-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;1.2.4.1;Zoeken naar schaalvoordelen bij inter- en bovengemeentelijke samenwerking;0721-00;Archeologie;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen;U;€ 3,900.00;€ 3,930.00;€ 3,930.00;€ 3,930.00;€ 3,930.00;€ 3,930.00;;;;;;;;;;
BP2014_2019-0/1.1.2.1/0729-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0729-00;Overig beleid inzake het erfgoed;6493000;IE-GEEN;Subsidie Gemeentelijke Erfgoed Raad;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/1.2.4.2/0729-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;1.2.4.2;Verder versterken en benutten van netwerken en samenwerkingsverbanden;0729-00;Overig beleid inzake het erfgoed;6493000;IE-GEEN;Erfgoedplus;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/4.3.1.1/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.1.1;Gericht publiceren over erfgoed in Bierbeek;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;U;;;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/4.3.1.3/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.1.3;Vrijwilligers vormen inzake erfgoed;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;;;;;;
BP2014_2019-0/4.3.2.1/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.2.1;Stimuleren en ondersteunen van erfgoedparticipatie;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 3,100.00;€ 4,100.00;€ 3,100.00;€ 3,100.00;€ 3,100.00;€ 3,100.00;;;;;;;;;;
BP2014_2019-0/4.3.2.2/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.3.2.2;Uitbouwen van het Bierbeeks Erfgoed Depot;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0729-00;Overig beleid inzake het erfgoed;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 900.00;€ 900.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
BP2014_2019-0/1.1.2.1/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0740-00;Sport;6493000;IE-GEEN;Toelage sportraad;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/1.2.5.1/0740-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0740-00;Sport;6150010;IE-GEEN;Opleidingskosten;U;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;;;;;;
BP2014_2019-0/2.1.2.6/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.1.2.6;Samenwerken met OCMW aan het verhogen van de sportparticipatie door kansarmen;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 1,000.00;€ 900.00;€ 900.00;€ 900.00;€ 900.00;€ 900.00;;;;;;;;;;
BP2014_2019-0/2.2.1.1/0740-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;2.2.1.1;Inrichten en onderhouden van een ruim sportaanbod voor senioren;0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;U;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;;;;;;;;;;
BP2014_2019-0/2.2.1.1/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.1.1;Inrichten en onderhouden van een ruim sportaanbod voor senioren;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/2.2.1.3/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.1.3;Organiseren van sportactiviteiten in WZC D�Eycken Brug voor sedentaire senioren;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 1,200.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;;;;;;;;;;
BP2014_2019-0/2.2.2.3/0740-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.3;Organiseren van kleutersportinitiatieven (bv. bewegingsschool);0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;U;€ 7,000.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;;;;;;;;;;
BP2014_2019-0/2.2.2.3/0740-00/6150200/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.3;Organiseren van kleutersportinitiatieven (bv. bewegingsschool);0740-00;Sport;6150200;IE-GEEN;Huur technisch materieel;U;€ 1,600.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
BP2014_2019-0/2.2.2.3/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.3;Organiseren van kleutersportinitiatieven (bv. bewegingsschool);0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 8,500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
BP2014_2019-0/2.2.2.6/0740-00/6139999/BESTUUR/CBS/500/IE-GEEN/U;2.2.2.6;Jaarlijks organiseren van diverse sportkampen voor schoolgaande jeugd;0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;U;€ 300.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
BP2014_2019-0/2.2.2.6/0740-00/6159999/BESTUUR/CBS/500/IE-GEEN/U;2.2.2.6;Jaarlijks organiseren van diverse sportkampen voor schoolgaande jeugd;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 13,000.00;€ 13,000.00;€ 13,000.00;€ 13,000.00;€ 13,000.00;€ 13,000.00;;;;;;;;;;
BP2014_2019-0/2.2.2.6/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.2.6;Jaarlijks organiseren van diverse sportkampen voor schoolgaande jeugd;0740-00;Sport;6159999;IE-GEEN;Terugbetaling deelname activiteiten;U;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;;;;;;;;;;
BP2014_2019-0/2.2.2.6/0740-00/6206000/BESTUUR/CBS/500/IE-GEEN/U;2.2.2.6;Jaarlijks organiseren van diverse sportkampen voor schoolgaande jeugd;0740-00;Sport;6206000;IE-GEEN;Bezoldigingen ander niet vastbenoemd personeel;U;€ 21,000.00;€ 21,000.00;€ 21,000.00;€ 21,000.00;€ 21,000.00;€ 21,000.00;;;;;;;;;;
BP2014_2019-0/2.2.3.4/0740-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.4;Organiseren van een sportdag voor personen met een mentale beperking;0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;U;;€ 300.00;;€ 300.00;;€ 300.00;;;;;;;;;;
BP2014_2019-0/2.2.3.4/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;2.2.3.4;Organiseren van een sportdag voor personen met een mentale beperking;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;U;;€ 1,200.00;;€ 1,200.00;;€ 1,200.00;;;;;;;;;;
BP2014_2019-0/4.1.1.3/0740-00/6139999/BESTUUR/CBS/500/IE-GEEN/U;4.1.1.3;Organiseren van volwasseninitiaties sport;0740-00;Sport;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;U;€ 2,500.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;;;;;;;;;
BP2014_2019-0/4.1.1.4/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.1.1.4;Organiseren van sportpromotionele evenementen;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 1,000.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;;;;;;;;;;
BP2014_2019-0/4.1.1.5/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;4.1.1.5;Voorzien van een bijdrage voor sportwerking voor kansengroepen;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 975.00;€ 980.00;€ 985.00;€ 990.00;€ 995.00;€ 1,000.00;;;;;;;;;;
BP2014_2019-0/4.2.1.2/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.2;Financieel stimuleren van de sportverenigingen ter bevordering van de jeugdbegeleiding;0740-00;Sport;6493000;IE-GEEN;Impulssubsidies sportverenigingen;U;€ 8,200.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;€ 8,500.00;;;;;;;;;;
BP2014_2019-0/4.2.1.3/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;4.2.1.3;Financieel stimuleren van sportverenigingen inzake kwaliteit;0740-00;Sport;6493000;IE-GEEN;Toelage sportverenigingen;U;€ 14,000.00;€ 13,500.00;€ 13,500.00;€ 13,500.00;€ 13,500.00;€ 13,500.00;;;;;;;;;;
BP2014_2019-0/5.2.1.2/0740-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;5.2.1.2;Organiseren van schoolsport en naschoolse sportactiviteiten;0740-00;Sport;6159999;IE-GEEN;Overige exploitatiekosten;U;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6001000;IE-GEEN;Aankoop technisch materiaal;U;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6103001;IE-GEEN;Benodigdheden voor gebouwen;U;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;ok;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;U;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;ev 1000 mindre;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6110000;IE-GEEN;Elektriciteit;U;€ 300.00;€ 404.50;€ 410.57;€ 416.73;€ 422.98;€ 429.32;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6120999;IE-GEEN;Overige verzekeringen;U;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6141002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6141002;IE-GEEN;Documentatie en abonnementen;U;€ 100.00;€ 110.00;€ 110.00;€ 110.00;€ 110.00;€ 110.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6141004;IE-GEEN;Communicatiekosten telefoon en internet;U;€ 350.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);U;€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;U;€ 800.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6143007/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6143007;IE-GEEN;Publiciteit, advertenties & info;U;€ 1,500.00;€ 1,550.00;€ 1,550.00;€ 1,550.00;€ 1,550.00;€ 1,550.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6149000;IE-GEEN;Overige administratie- en kantoorkosten;U;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150006/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150006;IE-GEEN;Lidmaatschappen;U;€ 900.00;€ 1,170.00;€ 1,170.00;€ 1,170.00;€ 1,170.00;€ 1,170.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150011/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150011;IE-GEEN;Kosten werkkleding;U;€ 750.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150015/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150015;IE-GEEN;Beheersvergoeding (dienstenvergoeding aan derden);U;;;€ 25,000.00;€ 50,000.00;€ 50,000.00;€ 50,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;U;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6150800/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;U;€ 700.00;€ 850.00;€ 850.00;€ 850.00;€ 850.00;€ 850.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;U;€ 91,750.00;€ 100,967.91;€ 103,492.11;€ 106,079.41;€ 108,731.40;€ 111,449.68;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6203000;IE-GEEN;Bezoldigingen contractueel personeel;U;€ 85,200.00;€ 91,199.30;€ 93,335.94;€ 95,645.59;€ 98,012.98;€ 100,439.56;;400;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;U;€ 12,500.00;€ 12,812.50;€ 13,132.81;€ 13,461.13;€ 13,797.66;€ 14,142.60;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;U;€ 19,950.00;€ 20,748.00;€ 21,577.92;€ 22,225.26;€ 22,892.02;€ 23,578.78;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;U;€ 24,300.00;€ 24,907.50;€ 25,530.19;€ 26,168.44;€ 26,822.65;€ 27,493.22;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;U;€ 567.60;€ 578.95;€ 590.53;€ 602.34;€ 614.39;€ 626.68;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;U;€ 900.00;€ 922.50;€ 945.56;€ 969.20;€ 993.43;€ 1,018.27;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;U;€ 627.00;€ 639.54;€ 652.33;€ 665.38;€ 678.68;€ 692.26;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;U;€ 450.00;€ 456.75;€ 463.60;€ 470.56;€ 477.61;€ 484.78;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6231004;IE-GEEN;Maaltijdcheques;U;€ 6,750.00;€ 6,750.00;€ 6,750.00;€ 6,750.00;€ 6,750.00;€ 6,750.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6409999/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6409999;IE-GEEN;Overige werkingsbelastingen;U;€ 300.00;€ 306.00;€ 312.12;€ 318.36;€ 324.73;€ 331.22;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6430100/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6430100;IE-GEEN;Tussenkomst in exploitatiekosten;U;€ 8,600.00;€ 9,900.00;€ 10,098.00;€ 10,300.00;€ 10,506.00;€ 10,717.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6493000;IE-GEEN;Onderhoud voetbalterreinen;U;€ 12,000.00;€ 12,000.00;€ 12,000.00;€ 10,500.00;€ 10,500.00;€ 10,500.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;U;€ 235.00;€ 238.53;€ 242.10;€ 245.73;€ 249.42;€ 253.16;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0740-00/6500100/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;6500100;IE-GEEN;FinanciÃ«le kosten leasingschulden;U;€ 251,460.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
