Actie;Actie omschrijving;Beleidsitem;Beleidsitem omschrijving;ontvangst/uitgave;Algemene rekening;Algemene rekening omschrijving;Investeringsenveloppe;Krediet 2016;Rekening 2015;Aangerekend 2016 tot nu;Nog beschikbaar;Verschil AR 2016-AR2015;Verschil % AR 2016-AR2015;;Bijkomend BW 1-2016;Krediet na BW 1-2016;Opmerkingen;invloed MJP
4.1.1.3;Organiseren van volwasseninitiaties sport;0740-00;Sport;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;2000;1260;390;1610;-870;-69,05 %;;;;;
4.1.1.3;Organiseren van volwasseninitiaties sport;0740-00;Sport;U;6159999;Overige exploitatiekosten;IE-GEEN;300;119,1;-   ;300;-119,1;-100,00 %;;;;;
4.1.1.4;Organiseren van sportpromotionele evenementen;0740-00;Sport;U;6159999;Overige exploitatiekosten;IE-GEEN;1100;1097,41;24,3;1075,7;-1073,11;-97,79 %;;;;;
4.1.1.5;Voorzien van een bijdrage voor sportwerking voor kansengroepen;0740-00;Sport;U;6159999;Overige exploitatiekosten;IE-GEEN;1000;980;-   ;1000;-980;-100,00 %;;15;1015;BP4;idem?
4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0119-00;Overige algemene diensten;U;2210107;Gebouwen - administratieve gebouwen - gemeenschapsgoederen - Activa in aanbouw;IE5;10000;-   ;-   ;10000;-   ;-;;;;;
4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0701-00;Cultuurcentrum;U;2400000;Meubilair - gemeenschapsgoederen;IE5;10285,01;-   ;-   ;10285,01;-   ;-;;;;;
4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0701-00;Cultuurcentrum;U;2420000;Kantooruitrusting - gemeenschapsgoederen;IE5;-   ;3215,14;-   ;-   ;-3215,14;-100,00 %;;;;;
4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0709-00;Overige culturele instellingen;U;2140000;Plannen en studies;IE5;-   ;-   ;-   ;-   ;-   ;-;;;;;
4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0709-00;Overige culturele instellingen;U;2210500;Gebouwen - culturele gebouwen - gemeenschapsgoederen;IE5;35000;-   ;-   ;35000;-   ;-;;;;;
4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0709-00;Overige culturele instellingen;U;2300000;Installaties, machines en uitrusting - gemeenschapsgoederen;IE5;4300;-   ;-   ;4300;-   ;-;;;;;
4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0709-00;Overige culturele instellingen;U;2420000;Kantooruitrusting - gemeenschapsgoederen;IE5;456,16;6433,7;-   ;456,16;-6433,7;-100,00 %;;;;;
4.1.2.1;Uitbreiden en onderhouden van de vrijetijdsinfrastructuur;0740-00;Sport;U;2400000;Meubilair - gemeenschapsgoederen;IE5;13000;-   ;-   ;13000;-   ;-;;;;;
4.1.2.2;Verhogen van het zit- en kijkcomfort in de theaterzaal;0701-00;Cultuurcentrum;U;2140007;Plannen en studies - Activa in aanbouw;IE5;30600;-   ;-   ;30600;-   ;-;;5100;35700;verhoging sk renovatie theaterzaal nav concreet bestek;
4.1.2.2;Verhogen van het zit- en kijkcomfort in de theaterzaal;0701-00;Cultuurcentrum;U;2210500;Gebouwen - culturele gebouwen - gemeenschapsgoederen;IE5;-   ;-   ;-   ;-   ;-   ;-;;;;;
4.1.2.3;Voorzien van een toelage voor niet-gemeentelijke culturele infrastructuur;0709-00;Overige culturele instellingen;U;6640000;Toegestane investeringssubsidies;IE5;28000;-   ;-   ;28000;-   ;-;;-   ;28000;investeringssubsidie buitenisolatie zaal D zal niet uitgevoerd worden in 2016 - toch laten staan;
4.2.1.1;Voorzien van een subsidie voor de dagelijkse werking van de jeugdinitiatieven;0750-00;Jeugd;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;14426,19;14347,18;-   ;14426,19;-14347,18;-100,00 %;;;;;
4.2.1.2;Financieel stimuleren van de sportverenigingen ter bevordering van de jeugdbegeleiding;0740-00;Sport;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;8500;8500;-   ;8500;-8500;-100,00 %;;;;;
4.2.1.3;Financieel stimuleren van sportverenigingen inzake kwaliteit;0740-00;Sport;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;13500;13500;-   ;13500;-13500;-100,00 %;;;;;
4.2.1.4;Voorzien van een subsidie van de socio-culturele verenigingen;0701-00;Cultuurcentrum;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;16550;13684,98;13249,4;3300,6;-435,58;-3,18 %;;;;;
4.2.1.4;Voorzien van een subsidie van de socio-culturele verenigingen;0701-00;Cultuurcentrum;U;6640000;Toegestane investeringssubsidies;IE6;-   ;2000;-   ;-   ;-2000;-100,00 %;;;;;
4.2.1.5;Logistiek ondersteunen van de verenigingen;0750-00;Jeugd;U;6160200;Huur voertuigen;IE-GEEN;6500;6473,5;-   ;6500;-6473,5;-100,00 %;;;;;
4.2.1.6;Onderhouden en werken aan het patrimonium voor jeugdwerkinitiatieven;0750-00;Jeugd;U;6640000;Toegestane investeringssubsidies;IE6;35806,51;119654,94;-   ;35806,51;-119654,94;-100,00 %;;;;;
4.2.1.7;Organiseren van bijscholing en opleidingen;0750-00;Jeugd;U;6149000;Overige administratie- en kantoorkosten;IE-GEEN;-   ;688,5;-   ;-   ;-688,5;-100,00 %;;;;;
4.2.2.1;Uitbouwen van een integrale gemeentelijke uitleendienst;0701-00;Cultuurcentrum;U;2400000;Meubilair - gemeenschapsgoederen;IE6;2000;-   ;-   ;2000;-   ;-;;;;;
4.2.2.1;Uitbouwen van een integrale gemeentelijke uitleendienst;0750-00;Jeugd;U;6001000;Aankoop technisch materiaal;IE-GEEN;1000;482,14;-   ;1000;-482,14;-100,00 %;;-1000;-   ;houtsnippers naar andere JBR (6153501);idem
4.3.1.1;Gericht publiceren over erfgoed in Bierbeek;0729-00;Overig beleid inzake het erfgoed;U;6159999;Overige exploitatiekosten;IE-GEEN;500;-   ;-   ;500;-   ;-;;;;;
4.3.1.2;Plaatsen en onderhouden van informatieborden bij monumenten;0729-00;Overig beleid inzake het erfgoed;U;2250000;Overige infrastructuur betreffende de wegen;IE6;3000;-   ;-   ;3000;-   ;-;;;;;
4.3.1.3;Vrijwilligers vormen inzake erfgoed;0729-00;Overig beleid inzake het erfgoed;U;6159999;Overige exploitatiekosten;IE-GEEN;200;-   ;-   ;200;-   ;-;;;;;
4.3.2.1;Stimuleren en ondersteunen van erfgoedparticipatie;0729-00;Overig beleid inzake het erfgoed;U;6159999;Overige exploitatiekosten;IE-GEEN;6800;2768,13;5755,49;1044,51;2987,36;107,92 %;;;;;
4.3.2.2;Uitbouwen van het Bierbeeks Erfgoed Depot;0729-00;Overig beleid inzake het erfgoed;U;6159999;Overige exploitatiekosten;IE-GEEN;1000;104,19;-   ;1000;-104,19;-100,00 %;;;;;
4.3.3.1;Restaureren en renoveren van de pastorie van Bierbeek;0720-03;Patrimonium kerkfabriek Sint Hilarius;U;2140000;Plannen en studies;IE6;44999,53;3993;-   ;44999,53;-3993;-100,00 %;;-3993;41006,53;in rekening 2015 in negatief - correctie hiervan;
4.3.3.2;Vernieuwen van het dak van de Sint-Hilariuskerk;0720-03;Patrimonium kerkfabriek Sint Hilarius;U;2140000;Plannen en studies;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
4.3.3.2;Vernieuwen van het dak van de Sint-Hilariuskerk;0720-03;Patrimonium kerkfabriek Sint Hilarius;U;2210700;Gebouwen - erediensten - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
4.3.3.3;Onderzoeken van de restauratie en renovatie van de pastorie van Opvelp;0720-01;Patrimonium kerkfabriek Sint Antonius;U;2140000;Plannen en studies;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
4.3.3.3;Onderzoeken van de restauratie en renovatie van de pastorie van Opvelp;0720-01;Patrimonium kerkfabriek Sint Antonius;U;2210700;Gebouwen - erediensten - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
4.3.3.4;Ondersteunen van andere investeringsprojecten uit de meerjarenplannen van de kerkfabrieken;0720-01;Patrimonium kerkfabriek Sint Antonius;U;6640000;Toegestane investeringssubsidies;IE6;20000,05;9999,95;-   ;20000,05;-9999,95;-100,00 %;;;;;
4.3.3.4;Ondersteunen van andere investeringsprojecten uit de meerjarenplannen van de kerkfabrieken;0720-02;Patrimonium kerk fabriek Heilig Kruis;U;6640000;Toegestane investeringssubsidies;IE6;135835,86;-   ;-   ;135835,86;-   ;-;;;;;
4.3.3.4;Ondersteunen van andere investeringsprojecten uit de meerjarenplannen van de kerkfabrieken;0720-03;Patrimonium kerkfabriek Sint Hilarius;U;6640000;Toegestane investeringssubsidies;IE6;10000;15000;-   ;10000;-15000;-100,00 %;;;;;
4.3.3.4;Ondersteunen van andere investeringsprojecten uit de meerjarenplannen van de kerkfabrieken;0720-04;Patrimonium kerkfabriek Sint Lambertus;U;6640000;Toegestane investeringssubsidies;IE6;19209,12;36305,72;-   ;19209,12;-36305,72;-100,00 %;;;;;
5.1.1.3;Stapsgewijs uitbreiden van het aanbod aan smartboards in de klassen;0800-02;Lager onderwijs;U;2410000;Informaticamaterieel - gemeenschapsgoederen;IE6;410,37;11289,14;-   ;410,37;-11289,14;-100,00 %;;12089,63;12500;aankoop 2 smartboards 3de leerjaar door ouderraad;elk jaar 1 bord gefinancierd door ouderraad
5.1.2.1;Uitbouwen van een zorgbeleid voor kinderen met leermoeilijkheden.;0800-02;Lager onderwijs;U;6207000;Bezoldigingen onderwijzend personeel ten laste van het bestuur;IE-GEEN;47803,44;56695,02;-   ;47803,44;-56695,02;-100,00 %;;;;;
5.1.2.2;Uitbouwen van een zorgbeleid voor kinderen die nood hebben aan extra uitdagingen.;0800-02;Lager onderwijs;U;6207000;Bezoldigingen onderwijzend personeel ten laste van het bestuur;IE-GEEN;18385,94;19963,03;-   ;18385,94;-19963,03;-100,00 %;;;;;
5.1.2.3;Uitbouwen van een zorgbeleid voor anderstalige kinderen.;0800-02;Lager onderwijs;U;6207000;Bezoldigingen onderwijzend personeel ten laste van het bestuur;IE-GEEN;7354,38;7985,22;-   ;7354,38;-7985,22;-100,00 %;;;;;
5.1.3.1;Uitbouwen van de refter van de kleutervestiging Opvelp;0800-01;Kleuteronderwijs;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
5.1.3.2;Inrichten van een mogelijke alternatieve locatie voor de kleutervestiging Centrum;0800-01;Kleuteronderwijs;U;2140007;Plannen en studies - Activa in aanbouw;IE6;13200;-   ;-   ;13200;-   ;-;;;;;
5.1.3.2;Inrichten van een mogelijke alternatieve locatie voor de kleutervestiging Centrum;0800-01;Kleuteronderwijs;U;2210200;Gebouwen - schoolgebouwen - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;333000;333000;KS BB - budget voor 2016;bij IB2017 gunning bekijken en bedragen MJP aanpassen
5.1.3.2;Inrichten van een mogelijke alternatieve locatie voor de kleutervestiging Centrum;0800-01;Kleuteronderwijs;U;6100200;Huur en huurlasten van gehuurde onroerende goederen (korte termijn);IE-GEEN;5000;-   ;-   ;5000;-   ;-;;-   ;5000;huur klascontainers KS Bierbeek schrappen - gekozen voor andere oplossing - toch laten staan voor zekerheid;ook te schrappen in MJP?
5.1.3.3;Voorzien van extra sanitair in de schoolgebouwen;0800-02;Lager onderwijs;U;2210200;Gebouwen - schoolgebouwen - gemeenschapsgoederen;IE6;15000;-   ;-   ;15000;-   ;-;;;;;
5.1.3.4;Verfraaien en renoveren van de schoolgebouwen;0800-00;Gewoon basisonderwijs;U;2140000;Plannen en studies;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
5.1.3.4;Verfraaien en renoveren van de schoolgebouwen;0800-00;Gewoon basisonderwijs;U;2210200;Gebouwen - schoolgebouwen - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
5.1.3.4;Verfraaien en renoveren van de schoolgebouwen;0800-01;Kleuteronderwijs;U;2210200;Gebouwen - schoolgebouwen - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
5.1.3.4;Verfraaien en renoveren van de schoolgebouwen;0800-02;Lager onderwijs;U;2210200;Gebouwen - schoolgebouwen - gemeenschapsgoederen;IE6;125000;-   ;-   ;125000;-   ;-;;;;;
5.1.3.5;Herinrichten en/of uitbreiden en onderhouden van de speelterreinen;0800-02;Lager onderwijs;U;2400000;Meubilair - gemeenschapsgoederen;IE6;7500;-   ;-   ;7500;-   ;-;;;;;
5.1.3.6;Vervangen van het klas- en reftermeubilair (kleutervestiging Lovenjoel, refter hoofdschool);0800-01;Kleuteronderwijs;U;2400000;Meubilair - gemeenschapsgoederen;IE6;3250;-   ;-   ;3250;-   ;-;;;;;
5.1.3.6;Vervangen van het klas- en reftermeubilair (kleutervestiging Lovenjoel, refter hoofdschool);0800-02;Lager onderwijs;U;2400000;Meubilair - gemeenschapsgoederen;IE6;21800;-   ;-   ;21800;-   ;-;;;;;
5.2.1.2;Organiseren van schoolsport en naschoolse sportactiviteiten;0740-00;Sport;U;6159999;Overige exploitatiekosten;IE-GEEN;1000;1173,94;274,9;725,1;-899,04;-76,58 %;;;;;
5.2.1.2;Organiseren van schoolsport en naschoolse sportactiviteiten;0889-00;Overige ondersteunende diensten voor het lokaal flankerend onderwijs;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;2400;1440;300;2100;-1140;-79,17 %;;;;;
5.2.1.2;Organiseren van schoolsport en naschoolse sportactiviteiten;0889-00;Overige ondersteunende diensten voor het lokaal flankerend onderwijs;U;6159999;Overige exploitatiekosten;IE-GEEN;1500;2571,84;707,58;792,42;-1864,26;-72,49 %;;1000;2500;Vaststelling rekening 2015;??? Te bekijken
6.1.1.1;Voorzien van een bijdrage voor de brandweerzone;0410-00;Brandweer;U;6494000;Toegestane werkingssubsidies aan andere overheidsinstellingen;IE-GEEN;365000;521310,26;145598,72;219401,28;-375711,54;-72,07 %;;-48000;317000;afrekening 2014 (kosten 2013) minder dan voorzien 2k ipv 50k;
6.1.1.1;Voorzien van een bijdrage voor de brandweerzone;0410-00;Brandweer;U;6640000;Toegestane investeringssubsidies;IE6;83518,76;50023,63;-   ;83518,76;-50023,63;-100,00 %;;-14695,69;68823,07;schrappen overdracht investeringssubsisidie brandweer 2015;
6.1.1.2;Voorzien van een bijdrage voor de politiezone;0400-00;Politiediensten;U;6494000;Toegestane werkingssubsidies aan andere overheidsinstellingen;IE-GEEN;868780;850289;506788,31;361991,69;-343500,69;-40,40 %;;;;;
6.1.2.4;Voorbereiden van verschillende locaties als mogelijk crisiscentrum;0490-00;Overige elementen van openbare orde en veiligheid;U;2410000;Informaticamaterieel - gemeenschapsgoederen;IE6;40900;-   ;40900;-   ;40900;-;;382,44;41282,44;Aankoop SAN - rest factuur nog te betalen;
6.1.3.1;Ondernemen van preventieve acties inzake veiligheid (EHBO, inbraakpreventie,...);0119-00;Overige algemene diensten;U;6149000;Overige administratie- en kantoorkosten;IE-GEEN;-   ;-   ;68,24;-68,24;68,24;-;;100;100;EHBO-materiaal;idem maar 500
GBB-CBS;Gelijkblijvend beleid CBS;0020-00;Fiscale aangelegenheden;U;6479999;Overige diverse operationele kosten;IE-GEEN;41065,14;44525,51;-   ;41065,14;-44525,51;-100,00 %;;-151,05;40914,09;impact taxshift 2016 - minder opbrengsten dus ook minder kosten te betalen;idem
GBB-CBS;Gelijkblijvend beleid CBS;0030-00;Financiële aangelegenheden;U;6400001;Roerende voorheffing;IE-GEEN;4125;4054,89;7,4;4117,6;-4047,49;-99,82 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0030-00;Financiële aangelegenheden;U;6570001;Debetintresten bankrekeningen;IE-GEEN;100;-   ;-   ;100;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0040-00;Transacties in verband met de openbare schuld;U;4233000;Schulden aan kredietinstellingen aangegaan door het bestuur;IE-GEEN;1102694,2;1242259,61;469079,49;633614,71;-773180,12;-62,24 %;;-50694,2;1052000; kredieten 2016  ;
GBB-CBS;Gelijkblijvend beleid CBS;0040-00;Transacties in verband met de openbare schuld;U;4240000;Overige leningen;IE-GEEN;185054,25;22337,48;25,38;185028,87;-22312,1;-99,89 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0040-00;Transacties in verband met de openbare schuld;U;6500000;FinanciÃ«le kosten van leningen ten laste van het bestuur;IE-GEEN;298372,75;270896,1;130020,24;168352,51;-140875,86;-52,00 %;;-32372,75;266000; kredieten 2016  ;
GBB-CBS;Gelijkblijvend beleid CBS;0040-00;Transacties in verband met de openbare schuld;U;6500100;FinanciÃ«le kosten leasingschulden;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0040-00;Transacties in verband met de openbare schuld;U;6500200;FinanciÃ«le kosten prefinancieringsleningen;IE-GEEN;42539,85;14085,44;-   ;42539,85;-14085,44;-100,00 %;;-22539,85;20000; kredieten 2016  ;
GBB-CBS;Gelijkblijvend beleid CBS;0040-01;nieuwe kredieten;U;6500000;FinanciÃ«le kosten van leningen ten laste van het bestuur;IE-GEEN;-   ;36,67;-   ;-   ;-36,67;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;U;2610000;Gebouwen - overige MVA;IE7;22000;-   ;-   ;22000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;U;6100999;Andere huur en huurlasten van onroerende goederen;IE-GEEN;6600;-   ;-   ;6600;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;3000;523,55;59,92;2940,08;-463,63;-88,56 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;3500;3456,93;1180,32;2319,68;-2276,61;-65,86 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;U;6120100;Brandverzekering;IE-GEEN;17218,62;16348,26;20643,52;-3424,9;4295,26;26,27 %;;3424,9;20643,52;brandverzekering nieuw gh;idem
GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;U;6131010;Erelonen en vergoedingen expertises;IE-GEEN;3500;1875,5;847;2653;-1028,5;-54,84 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;U;6400000;Onroerende voorheffing;IE-GEEN;9111,32;10325,1;-   ;9111,32;-10325,1;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0100-00;Politieke organen;U;6200000;Wedden van de gemeentemandatarissen;IE-GEEN;196170;194593,08;125464,03;70705,97;-69129,05;-35,52 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0100-00;Politieke organen;U;6200001;Presentiegelden van de gemeentemandatarissen;IE-GEEN;32000;30800;18600;13400;-12200;-39,61 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0100-00;Politieke organen;U;6200100;Vakantiegeld politiek personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0100-00;Politieke organen;U;6200300;Andere vergoedingen mandatarissen;IE-GEEN;100;16,6;39,2;60,8;22,6;136,14 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0100-00;Politieke organen;U;6206100;Vakantiegeld ander niet vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0100-00;Politieke organen;U;6210000;Werkgeversbijdragen wettelijke verzekeringen - mandatarissen;IE-GEEN;4124,6;3338,2;2683,94;1440,66;-654,26;-19,60 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0100-00;Politieke organen;U;6231005;Verzekering arbeidsongevallen;IE-GEEN;1594,44;1393,5;913,5;680,94;-480;-34,45 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0100-00;Politieke organen;U;6240000;Pensioenen politiek personeel - gepensioneerde schepenen en burgemeesters;IE-GEEN;91546;90913,56;60912,42;30633,58;-30001,14;-33,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6141003;Post- en frankeringskosten;IE-GEEN;19000;16161,48;9895,18;9104,82;-6266,3;-38,77 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;1,5;1,39;0,85;0,65;-0,54;-38,85 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6141800;Onderhoudscontracten meubilair en bureaumateriaal;IE-GEEN;350;314,37;316,73;33,27;2,36;0,75 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;31406,78;30418,11;19935,66;11471,12;-10482,45;-34,46 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6202000;Bezoldigingen gesubsidieerde contractuelen;IE-GEEN;-   ;7946,26;-   ;-   ;-7946,26;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6202100;Vakantiegeld gesubsidieerde contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;31711,11;22649,16;20005,57;11705,54;-2643,59;-11,67 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;12575;12388,67;8223,44;4351,56;-4165,23;-33,62 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6212000;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;IE-GEEN;-   ;349,95;-   ;-   ;-349,95;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;9266,5;6895,16;5565,14;3701,36;-1330,02;-19,29 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;429,17;412,5;412,5;16,67;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6222000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;IE-GEEN;-   ;60,37;-   ;-   ;-60,37;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6222100;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;IE-GEEN;-   ;233,2;-   ;-   ;-233,2;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;400;225,38;178,44;221,56;-46,94;-20,83 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;242,62;-   ;233,2;9,42;233,2;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6231001;Bijdragen aan de gemeentelijke sociale dienst;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6231004;Maaltijdcheques;IE-GEEN;2700;2380;1470;1230;-910;-38,24 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;96,84;93,1;-   ;96,84;-93,1;-100,00 %;;-96,84;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6131001;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;IE-GEEN;2500;-   ;-   ;2500;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6131002;Erelonen en vergoedingen consultancy;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;141231,24;134397,38;95935,21;45296,03;-38462,17;-28,62 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;51906;50591,84;34109,32;17796,68;-16482,52;-32,58 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;469,22;451;451;18,22;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6231004;Maaltijdcheques;IE-GEEN;2700;2989;1141;1559;-1848;-61,83 %;;;;;aanpassen in MJP
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;96,84;93,1;-   ;96,84;-93,1;-100,00 %;;-96,84;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;U;6599999;Overige diverse financiÃ«le kosten;IE-GEEN;10000;11220,89;4900,74;5099,26;-6320,15;-56,32 %;;500;10500;svz 2016 + rekening 2015;idem
