Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;2016;2017;2018;2019;2020;2021
BP2014_2021-3/GBB-CBS/0160-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0160-00;7406999;IE-GEEN;Subsidie scholenband;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0160-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0160-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;150;150;150;150;150;150
BP2014_2021-3/GBB-CBS/0190-00/6100800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6100800;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);0;0;0;0;;
BP2014_2021-3/GBB-CBS/0190-00/6120150/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6120150;IE-GEEN;Burgerlijke aansprakelijkheid;€ 22.368,60;€ 22.815,97;€ 23.272,29;€ 23.737,74;€ 23.700,00;€ 23.700,00
BP2014_2021-3/GBB-CBS/0190-00/6120160/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6120160;IE-GEEN;Verzekering voertuigen;€ 9.500,00;€ 9.600,00;€ 9.700,00;€ 9.800,00;€ 9.800,00;€ 9.800,00
BP2014_2021-3/GBB-CBS/0190-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;251;251;251;251;251;251
BP2014_2021-3/GBB-CBS/0190-00/6141005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6141005;IE-GEEN;Procedure- en vervolgingskosten;500;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0190-00/6143005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6143005;IE-GEEN;Reis- en verblijfkosten (Dienstverplaatsing);€ 4.500,00;€ 4.500,00;€ 4.500,00;€ 4.500,00;€ 4.500,00;€ 4.500,00
BP2014_2021-3/GBB-CBS/0190-00/6143007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6143007;IE-GEEN;Publiciteit, advertenties & info;€ 2.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0190-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6149000;IE-GEEN;Verkiezingen;100;100;€ 14.000,00;€ 11.000,00;€ 1.000,00;100
BP2014_2021-3/GBB-CBS/0190-00/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0190-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 4.520,90;€ 4.182,71;€ 4.245,45;€ 4.309,14;€ 4.395,32;€ 4.483,23
BP2014_2021-3/GBB-CBS/0190-00/6231005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6231005;IE-GEEN;Verzekering arbeidsongevallen;€ 46.713,96;€ 47.648,24;€ 48.601,20;€ 49.573,23;€ 50.564,69;€ 51.575,99
BP2014_2021-3/GBB-CBS/0190-00/6239999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6239999;IE-GEEN;Vergoeding voor laatste ziekte en begrafeniskosten;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0190-00/6430000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6430000;IE-GEEN;Vergoeding schadegevallen;500;500;500;500;;
BP2014_2021-3/GBB-CBS/0190-00/6479999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6479999;IE-GEEN;Teambuilidng;0;€ 3.000,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0190-00/6500100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6500100;IE-GEEN;FinanciÃ«le kosten leasingschulden;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0190-00/6570002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0190-00;6570002;IE-GEEN;Verwijlintresten;150;150;150;150;150;150
BP2014_2021-3/GBB-CBS/0190-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen;425;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0190-00/7040006/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7040006;IE-GEEN;Tussenkomsten van verzekeringsmaatschappijen;€ 18.000,00;€ 14.000,00;€ 14.000,00;€ 14.000,00;€ 14.000,00;€ 14.000,00
BP2014_2021-3/GBB-CBS/0190-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7040999;IE-GEEN;terugvordering PV's, telefoonkosten,...;€ 2.300,00;300;300;300;300;300
BP2014_2021-3/GBB-CBS/0190-00/7060999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7060999;IE-GEEN;AGB - gemeentehuis;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0190-00/7080000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7080000;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);0;0;0;0;;
BP2014_2021-3/GBB-CBS/0190-00/7390000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0190-00;7390000;IE-GEEN;Gemeentelijke administratieve sanctie;520;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0200-00/2140007/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2140007;IE6;Overdracht krediet van 2015 naar 2016;€ 98.967,10;€ 81.356,78;€ 50.000,00;€ 91.054,31;;
BP2014_2021-3/GBB-CBS/0200-00/2210100/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2210100;IE6;Gebouwen - administratieve gebouwen - gemeenschapsgoederen;0;€ 26.000,00;;;;
BP2014_2021-3/GBB-CBS/0200-00/2250000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2250000;IE6;Aankoop straatmeubilair;€ 2.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/GBB-CBS/0200-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2300000;IE6;hogedrukreiniger als aanhanger;€ 65.787,70;€ 151.000,00;€ 1.500,00;€ 51.500,00;;
BP2014_2021-3/GBB-CBS/0200-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2400000;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/GBB-CBS/0200-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2410000;IE6;Informaticamaterieel - gemeenschapsgoederen;;;€ 4.000,00;;;
BP2014_2021-3/GBB-CBS/0200-00/2430000/BESTUUR/CBS/IE6/U;GBB-CBS;0200-00;2430000;IE6;veegmachine;€ 185.013,84;€ 150.000,00;;;€ 250.000,00;€ 40.000,00
BP2014_2021-3/GBB-CBS/0200-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6001000;IE-GEEN;Aankoop technisch materiaal;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00
BP2014_2021-3/GBB-CBS/0200-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 3.500,00;€ 10.000,00;€ 7.500,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0200-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 4.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00
BP2014_2021-3/GBB-CBS/0200-00/6103501/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;€ 26.000,00;€ 23.000,00;€ 23.000,00;€ 23.000,00;€ 23.000,00;€ 23.000,00
BP2014_2021-3/GBB-CBS/0200-00/6103512/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103512;IE-GEEN;Onderhoud straatmeubilair;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0200-00/6103513/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6103513;IE-GEEN;Sneeuwopruiming en ijzelbestrijding;€ 15.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00
BP2014_2021-3/GBB-CBS/0200-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6110000;IE-GEEN;Elektriciteit;€ 4.669,00;€ 4.739,04;€ 4.810,13;€ 4.882,28;€ 4.900,00;€ 4.900,00
BP2014_2021-3/GBB-CBS/0200-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6111000;IE-GEEN;Gas;€ 6.000,00;€ 6.000,00;€ 6.000,00;€ 6.000,00;€ 6.000,00;€ 6.000,00
BP2014_2021-3/GBB-CBS/0200-00/6112000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6112000;IE-GEEN;Stookolie;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0200-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6113000;IE-GEEN;Water;€ 1.530,23;€ 1.545,68;€ 1.561,36;€ 1.577,28;€ 1.600,00;€ 1.600,00
BP2014_2021-3/GBB-CBS/0200-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0200-00/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141001;IE-GEEN;Kantoorbenodigdheden;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0200-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/GBB-CBS/0200-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);10;15;15;15;15;15
BP2014_2021-3/GBB-CBS/0200-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 1.900,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0200-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150001;IE-GEEN;Verkeerssignalisatie;€ 25.000,00;€ 11.000,00;€ 11.000,00;€ 11.000,00;€ 11.000,00;€ 11.000,00
BP2014_2021-3/GBB-CBS/0200-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;180;180;180;180;180;180
BP2014_2021-3/GBB-CBS/0200-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150011;IE-GEEN;Kosten werkkleding;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/GBB-CBS/0200-00/6150200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150200;IE-GEEN;Huur technisch materieel;€ 5.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0200-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;€ 32.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00
BP2014_2021-3/GBB-CBS/0200-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;€ 5.500,00;€ 5.500,00;€ 5.500,00;€ 5.500,00;€ 5.500,00;€ 5.500,00
BP2014_2021-3/GBB-CBS/0200-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;€ 15.000,00;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00
BP2014_2021-3/GBB-CBS/0200-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;750;750;750;750;750;750
BP2014_2021-3/GBB-CBS/0200-00/6160004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160004;IE-GEEN;Olie en brandstof voor voertuigen;€ 25.000,00;€ 25.000,00;€ 25.000,00;€ 25.000,00;€ 25.000,00;€ 25.000,00
BP2014_2021-3/GBB-CBS/0200-00/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;0;€ 4.500,00;€ 4.500,00;€ 4.500,00;€ 4.500,00;€ 4.500,00
BP2014_2021-3/GBB-CBS/0200-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 187.554,44;€ 217.868,30;€ 223.315,01;€ 228.897,88;€ 234.620,33;€ 240.485,84
BP2014_2021-3/GBB-CBS/0200-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 200.562,64;€ 201.898,70;€ 187.696,17;€ 193.638,57;€ 192.315,11;€ 197.622,99
BP2014_2021-3/GBB-CBS/0200-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 73.788,38;€ 89.225,25;€ 91.731,05;€ 94.307,75;€ 96.665,44;€ 99.082,08
BP2014_2021-3/GBB-CBS/0200-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0200-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 50.176,82;€ 52.467,24;€ 53.953,93;€ 55.477,77;€ 55.993,72;€ 57.393,56
BP2014_2021-3/GBB-CBS/0200-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);€ -34.250,01;€ -34.250,01;€ -34.250,01;€ -34.250,01;€ -34.250,01;€ -34.250,01
BP2014_2021-3/GBB-CBS/0200-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;938.08;€ 1.309,84;€ 1.332,04;€ 1.354,68;€ 1.354,68;€ 1.354,68
BP2014_2021-3/GBB-CBS/0200-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0200-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;€ 1.687,34;€ 3.395,17;€ 3.463,08;€ 3.532,34;€ 3.602,98;€ 3.675,04
BP2014_2021-3/GBB-CBS/0200-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 1.953,78;€ 2.207,63;€ 2.262,82;€ 2.319,39;€ 2.319,39;€ 2.319,39
BP2014_2021-3/GBB-CBS/0200-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;160.58000000000001;365.99;371.48;377.05;300;300
BP2014_2021-3/GBB-CBS/0200-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6231003;IE-GEEN;Vakbondspremies;629.47;638.91;648.49;658.22;658.22;658.22
BP2014_2021-3/GBB-CBS/0200-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6231004;IE-GEEN;Maaltijdcheques;€ 15.200,00;€ 15.300,00;€ 15.300,00;€ 15.300,00;€ 15.300,00;€ 15.300,00
BP2014_2021-3/GBB-CBS/0200-00/6400009/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6400009;IE-GEEN;Belastingen en taksen op rollend materieel;€ 4.750,00;€ 5.250,00;€ 5.250,00;€ 5.250,00;€ 5.250,00;€ 5.250,00
BP2014_2021-3/GBB-CBS/0200-00/6430000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6430000;IE-GEEN;Vergoeding schadegevallen;€ 3.700,00;;;;;
BP2014_2021-3/GBB-CBS/0200-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0200-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0200-00/7000003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;0;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0200-00/7000005/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7000005;IE-GEEN;Verkoop van voertuigen, fietsen en bromfietsen;0;0;;;;
BP2014_2021-3/GBB-CBS/0200-00/7020000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7020000;IE-GEEN;Opbrengsten uit prestaties;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0200-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0200-00/7450000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7450000;IE-GEEN;Recuperaties van kosten;0;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0200-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0200-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 2.400,00;€ 2.400,00;€ 2.400,00;€ 2.400,00;€ 2.400,00;€ 2.400,00
BP2014_2021-3/GBB-CBS/0210-00/6100200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0210-00;6100200;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (korte termijn);300;300;300;300;300;300
BP2014_2021-3/GBB-CBS/0290-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0290-00;6159999;IE-GEEN;Sensibilisatie mobiliteit;200;0;0;0;;
BP2014_2021-3/GBB-CBS/0300-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0300-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;500;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0300-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0300-00;6159999;IE-GEEN;Inzameling herbruikbare goederen;€ 445.000,00;€ 425.000,00;€ 425.000,00;€ 425.000,00;€ 425.000,00;€ 425.000,00
BP2014_2021-3/GBB-CBS/0300-00/7000003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0300-00;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;423;300;300;300;300;300
BP2014_2021-3/GBB-CBS/0300-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0300-00;7000099;IE-GEEN;Verkoop oud papier;€ 44.500,00;€ 44.500,00;€ 44.500,00;€ 44.500,00;€ 44.500,00;€ 44.500,00
BP2014_2021-3/GBB-CBS/0300-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0300-00;7040999;IE-GEEN;Fostplus en ontvangsten recyclage elektronische apparaten;880;880;880;880;880;880
BP2014_2021-3/GBB-CBS/0309-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0309-00;2410000;IE6;Informaticamaterieel - gemeenschapsgoederen;;;€ 2.000,00;;;
BP2014_2021-3/GBB-CBS/0309-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6001000;IE-GEEN;Aankoop technisch materiaal;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0309-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 1.270,00;0;0;0;;
BP2014_2021-3/GBB-CBS/0309-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;500;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0309-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 1.300,00;300;300;300;300;300
BP2014_2021-3/GBB-CBS/0309-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6110000;IE-GEEN;Elektriciteit;€ 2.537,50;€ 2.575,56;€ 2.614,19;€ 2.653,40;€ 2.700,00;€ 2.700,00
BP2014_2021-3/GBB-CBS/0309-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6113000;IE-GEEN;Water;257.5;265.11;272.83999999999997;280.68;280;280
BP2014_2021-3/GBB-CBS/0309-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 3.500,00;0;0;0;;
BP2014_2021-3/GBB-CBS/0309-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;700;700;700;700;700;700
BP2014_2021-3/GBB-CBS/0309-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);1.7;3.5;3.5;3.5;3.5;3.5
BP2014_2021-3/GBB-CBS/0309-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0309-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0309-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;50;50;50;50;50;50
BP2014_2021-3/GBB-CBS/0309-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6159999;IE-GEEN;Diftar terugbetalingen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0309-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 38.322,00;€ 39.152,55;€ 39.106,36;€ 40.084,02;€ 41.429,47;€ 42.258,06
BP2014_2021-3/GBB-CBS/0309-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 10.919,26;€ 11.282,24;€ 11.351,80;€ 11.578,09;€ 11.807,41;€ 12.043,56
BP2014_2021-3/GBB-CBS/0309-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0309-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;420.25;725.16;739.66;754.46;769.54;784.94
BP2014_2021-3/GBB-CBS/0309-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;436.11;412.5;412.5;412.5;412.5;412.5
BP2014_2021-3/GBB-CBS/0309-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6231003;IE-GEEN;Vakbondspremies;48.42;49.15;49.88;50.63;50.63;50.63
BP2014_2021-3/GBB-CBS/0309-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6231004;IE-GEEN;Maaltijdcheques;€ 1.500,00;€ 1.400,00;€ 1.400,00;€ 1.400,00;€ 1.400,00;€ 1.400,00
BP2014_2021-3/GBB-CBS/0309-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6493000;IE-GEEN;Subsidiëring zwerfvuilacties;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0309-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0309-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0309-00/7000007/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7000007;IE-GEEN;Verkoop compostbakken, bio bags enz...;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00;€ 2.600,00
BP2014_2021-3/GBB-CBS/0309-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7000099;IE-GEEN;Verkoop compostoverschotten;0;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0309-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0309-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0310-00/2140007/BESTUUR/CBS/IE6/U;GBB-CBS;0310-00;2140007;IE6;Plannen en studies - Activa in aanbouw;€ 6.000,00;;;;;
