Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;Bedrag (Bj+0);Bedrag (Bj+1);Bedrag (Bj+2);Bedrag (Bj+3);Bedrag (Bj+4);Bedrag (Bj+5)
BP2014_2021-3/4.1.1.5/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.1.1.5;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;1015;1020;1020;1020;1020;1020
BP2014_2021-3/4.1.2.1/0119-00/2210107/BESTUUR/CBS/IE5/U;4.1.2.1;0119-00;2210107;IE5;Gebouwen - administratieve gebouwen - gemeenschapsgoederen - Activa in aanbouw;0;;;;;
BP2014_2021-3/4.1.2.1/0701-00/2400000/BESTUUR/CBS/IE5/U;4.1.2.1;0701-00;2400000;IE5;theatertechnische investeringen;10285.01;7500;5000;2000;5000;5000
BP2014_2021-3/4.1.2.1/0709-00/2210500/BESTUUR/CBS/IE5/U;4.1.2.1;0709-00;2210500;IE5;electriciteit/verwarmingsketel buurthuis Korbeek-Lo;0;61000;;;;
BP2014_2021-3/4.1.2.1/0709-00/2300000/BESTUUR/CBS/IE5/U;4.1.2.1;0709-00;2300000;IE5;aankopen De Velpe & Buurthuis;4300;1600;3000;1900;2000;2000
BP2014_2021-3/4.1.2.1/0709-00/2420000/BESTUUR/CBS/IE5/U;4.1.2.1;0709-00;2420000;IE5;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/4.1.2.1/0740-00/2400000/BESTUUR/CBS/IE5/U;4.1.2.1;0740-00;2400000;IE5;aankoop afspuitstand MTB;0;13000;;0;;
BP2014_2021-3/4.1.2.2/0701-00/2140007/BESTUUR/CBS/IE5/U;4.1.2.2;0701-00;2140007;IE5;cultuur  Verhogen van kijk-en zitcomfort (studiekosten);13627.5;53372.5;;;;
BP2014_2021-3/4.1.2.2/0701-00/2210500/BESTUUR/CBS/IE5/U;4.1.2.2;0701-00;2210500;IE5;cultuur  Verhogen van kijk-en zitcomfort;;670000;;;;
BP2014_2021-3/4.1.2.3/0709-00/6640000/BESTUUR/CBS/IE5/U;4.1.2.3;0709-00;6640000;IE5;Toegestane investeringssubsidies;0;45000;;;;
BP2014_2021-3/4.2.1.1/0750-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.2.1.1;0750-00;6493000;IE-GEEN;Subsidie jeugdwerk;14426.19;14426.19;14426.19;14426.19;14426.19;14426.19
BP2014_2021-3/4.2.1.2/0740-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.2.1.2;0740-00;6493000;IE-GEEN;Impulssubsidies sportverenigingen;8500;8500;8500;8500;8500;8500
BP2014_2021-3/4.2.1.3/0740-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.2.1.3;0740-00;6493000;IE-GEEN;Toelage sportverenigingen;13500;13500;13500;13500;13500;13500
BP2014_2021-3/4.2.1.4/0701-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.2.1.4;0701-00;6493000;IE-GEEN;Subsidies aan sociaal-culturele verenigingen;14999.4;17550.599999999999;16000;16000;16000;16000
BP2014_2021-3/4.2.1.5/0750-00/6160200/BESTUUR/CBS/IE-GEEN/U;4.2.1.5;0750-00;6160200;IE-GEEN;Huur voertuigen;6500;6500;6500;6500;6500;6500
BP2014_2021-3/4.2.1.6/0750-00/6640000/BESTUUR/CBS/IE6/U;4.2.1.6;0750-00;6640000;IE6;Toegestane investeringssubsidies;0;35806.51;;;;
BP2014_2021-3/4.2.1.7/0750-00/6149000/BESTUUR/CBS/IE-GEEN/U;4.2.1.7;0750-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;0;0;0;0;;
BP2014_2021-3/4.2.2.1/0701-00/2400000/BESTUUR/CBS/IE6/U;4.2.2.1;0701-00;2400000;IE6;aankopen materiaal uitleendienst;1000;;2000;;2000;
BP2014_2021-3/4.2.2.1/0750-00/6001000/BESTUUR/CBS/IE-GEEN/U;4.2.2.1;0750-00;6001000;IE-GEEN;Aankoop technisch materiaal;2000;0;1000;0;1000;
BP2014_2021-3/4.3.1.1/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.3.1.1;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;500;500;500;500;;
BP2014_2021-3/4.3.1.2/0729-00/2250000/BESTUUR/CBS/IE6/U;4.3.1.2;0729-00;2250000;IE6;Overige infrastructuur betreffende de wegen;0;3000;;;;
BP2014_2021-3/4.3.1.3/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.3.1.3;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;200;200;200;200;200;200
BP2014_2021-3/4.3.2.1/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.3.2.1;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;6850;3100;3100;3100;3100;3100
BP2014_2021-3/4.3.2.1/0729-00/7406999/BESTUUR/CBS/IE-GEEN/O;4.3.2.1;0729-00;7406999;IE-GEEN;erfgoeddag rituelen;0;0;;;;
BP2014_2021-3/4.3.2.2/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.3.2.2;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;1000;1000;1000;1000;1000;1000
BP2014_2021-3/4.3.3.1/0720-03/1500000/BESTUUR/CBS/IE6/O;4.3.3.1;0720-03;1500000;IE6;Overdracht krediet van 2015 naar 2016;0;12007;;;;
BP2014_2021-3/4.3.3.1/0720-03/2140000/BESTUUR/CBS/IE6/U;4.3.3.1;0720-03;2140000;IE6;studiekosten pastorie Bierbeek;0;41006.53;;;;
BP2014_2021-3/4.3.3.2/0720-03/1500000/BESTUUR/CBS/IE6/O;4.3.3.2;0720-03;1500000;IE6;studiekosten en restauratie Sint Hilariuskerk;;;445035;148345;;
BP2014_2021-3/4.3.3.2/0720-03/2140000/BESTUUR/CBS/IE6/U;4.3.3.2;0720-03;2140000;IE6;Plannen en studies Sint Hilariuskerk gevel;0;3839;23034;3839;;
BP2014_2021-3/4.3.3.2/0720-03/2210700/BESTUUR/CBS/IE6/U;4.3.3.2;0720-03;2210700;IE6;restauratie Sint-hilariuskerk dak;;0;698021;;;
BP2014_2021-3/4.3.3.3/0720-01/1500000/BESTUUR/CBS/IE6/O;4.3.3.3;0720-01;1500000;IE6;studiekosten en restauratie Pastorie Opvelp;;;;0;;
BP2014_2021-3/4.3.3.4/0720-01/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;0720-01;6640000;IE6;Toegestane investeringssubsidies;20000;10000;20000;0;10000;10000
BP2014_2021-3/4.3.3.4/0720-02/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;0720-02;6640000;IE6;Toegestane investeringssubsidies;41841.120000000003;38036.74;126180.71;7622.94;22868.83;10000
BP2014_2021-3/4.3.3.4/0720-03/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;0720-03;6640000;IE6;Toegestane investeringssubsidies;10000;10000;10000;10000;10000;10000
BP2014_2021-3/4.3.3.4/0720-04/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;0720-04;6640000;IE6;Overdracht krediet van 2015 naar 2016;19209.12;0;;3500;10000;10000
BP2014_2021-3/5.1.1.3/0800-02/1500000/BESTUUR/CBS/IE6/O;5.1.1.3;0800-02;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;0;;;;;
BP2014_2021-3/5.1.1.3/0800-02/2410000/BESTUUR/CBS/IE6/U;5.1.1.3;0800-02;2410000;IE6;Overdracht krediet van 2015 naar 2016;0;13000;13000;;;14000
BP2014_2021-3/5.1.2.1/0800-02/6207000/BESTUUR/CBS/IE-GEEN/U;5.1.2.1;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;47803.44;48998.52;50223.49;51479.07;52766.05;54085.2
BP2014_2021-3/5.1.2.2/0800-02/6207000/BESTUUR/CBS/IE-GEEN/U;5.1.2.2;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;18385.939999999999;18845.59;19316.73;19799.64;20294.63;20802
BP2014_2021-3/5.1.2.3/0800-02/6207000/BESTUUR/CBS/IE-GEEN/U;5.1.2.3;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;7354.38;7538.23;7726.69;7919.86;8117.86;8320.7999999999993
BP2014_2021-3/5.1.3.2/0800-01/1500000/BESTUUR/CBS/IE6/O;5.1.3.2;0800-01;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;;283500;;;
BP2014_2021-3/5.1.3.2/0800-01/2140007/BESTUUR/CBS/IE6/U;5.1.3.2;0800-01;2140007;IE6;Plannen en studies - Activa in aanbouw;0;0;0;;;
BP2014_2021-3/5.1.3.2/0800-01/2210200/BESTUUR/CBS/IE6/U;5.1.3.2;0800-01;2210200;IE6;Gebouwen - schoolgebouwen - gemeenschapsgoederen;0;405000;0;;;
BP2014_2021-3/5.1.3.2/0800-01/6100200/BESTUUR/CBS/IE-GEEN/U;5.1.3.2;0800-01;6100200;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (korte termijn);0;0;0;;;
BP2014_2021-3/5.1.3.3/0800-02/1500000/BESTUUR/CBS/IE6/O;5.1.3.3;0800-02;1500000;IE6;sanitair school;0;;;;;
BP2014_2021-3/5.1.3.3/0800-02/2210200/BESTUUR/CBS/IE6/U;5.1.3.3;0800-02;2210200;IE6;Extra sanitair;0;;;;50000;
BP2014_2021-3/5.1.3.4/0800-00/2140000/BESTUUR/CBS/IE6/U;5.1.3.4;0800-00;2140000;IE6;Plannen en studies;;;;0;;
BP2014_2021-3/5.1.3.4/0800-02/1500000/BESTUUR/CBS/IE6/O;5.1.3.4;0800-02;1500000;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/5.1.3.4/0800-02/2210200/BESTUUR/CBS/IE6/U;5.1.3.4;0800-02;2210200;IE6;Gebouwen - schoolgebouwen - gemeenschapsgoederen;125000;;;0;;
BP2014_2021-3/5.1.3.5/0800-01/2400000/BESTUUR/CBS/IE6/U;5.1.3.5;0800-01;2400000;IE6;Meubilair - gemeenschapsgoederen;;8000;;;;
BP2014_2021-3/5.1.3.5/0800-02/2400000/BESTUUR/CBS/IE6/U;5.1.3.5;0800-02;2400000;IE6;aankoop van speeltoestellen (school);7500;;7500;;7500;
BP2014_2021-3/5.1.3.6/0800-01/2400000/BESTUUR/CBS/IE6/U;5.1.3.6;0800-01;2400000;IE6;Meubilair - gemeenschapsgoederen;0;7500;;;;
BP2014_2021-3/5.1.3.6/0800-02/2400000/BESTUUR/CBS/IE6/U;5.1.3.6;0800-02;2400000;IE6;Meubilair - gemeenschapsgoederen;0;21800;;;;
BP2014_2021-3/5.2.1.2/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;5.2.1.2;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;1000;500;500;500;500;500
BP2014_2021-3/5.2.1.2/0889-00/6139999/BESTUUR/CBS/IE-GEEN/U;5.2.1.2;0889-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;2400;2000;2000;2000;2000;2000
BP2014_2021-3/5.2.1.2/0889-00/6159999/BESTUUR/CBS/IE-GEEN/U;5.2.1.2;0889-00;6159999;IE-GEEN;Overige exploitatiekosten - schoolsport en naschoolse sportactiviteiten;2700;2700;2700;2700;2700;2700
BP2014_2021-3/5.2.1.2/0889-00/7040003/BESTUUR/CBS/IE-GEEN/O;5.2.1.2;0889-00;7040003;IE-GEEN;Tussenkomsten van ouders in het toezicht en de bijlessen;500;500;500;500;500;500
BP2014_2021-3/6.1.1.1/0410-00/6494000/BESTUUR/CBS/IE-GEEN/U;6.1.1.1;0410-00;6494000;IE-GEEN;Bijdrage  werking brandweer;317000;405987.92;469658.57;414420.08;440316.58;467393.89
BP2014_2021-3/6.1.1.1/0410-00/6640000/BESTUUR/CBS/IE6/U;6.1.1.1;0410-00;6640000;IE6;Toegestane investeringssubsidies;68823.070000000007;73314.94;77798.559999999998;82282.17;87219.1;92452.25
BP2014_2021-3/6.1.1.2/0400-00/6494000/BESTUUR/CBS/IE-GEEN/U;6.1.1.2;0400-00;6494000;IE-GEEN;Bijdrage  werking politie;868780;914011;941431;960259.62;979464.81;999054.11
BP2014_2021-3/6.1.2.4/0490-00/2410000/BESTUUR/CBS/IE6/U;6.1.2.4;0490-00;2410000;IE6;uitwerking en implementatie DRP tss OCMW en GH;41282.44;;;;;
BP2014_2021-3/6.1.3.1/0119-00/6149000/BESTUUR/CBS/IE-GEEN/U;6.1.3.1;0119-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;100;0;0;0;;
BP2014_2021-3/GBB-CBS/0010-00/7400000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0010-00;7400000;IE-GEEN;Gemeentefonds;1333276;1384863.2;1433334.4;1483500.8;1535424;1589164.8
BP2014_2021-3/GBB-CBS/0010-00/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0010-00;7404999;IE-GEEN;Overige algemene werkingssubsidies;783506.18;783506.18;783506.18;783506.18;783506.18;783506.18
BP2014_2021-3/GBB-CBS/0020-00/6479999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0020-00;6479999;IE-GEEN;Overige diverse operationele kosten;43278.17;43762.2;44310.43;45216.93;45280.21;45838.75
BP2014_2021-3/GBB-CBS/0020-00/7300000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7300000;IE-GEEN;Opcentiemen op de onroerende voorheffing;2615000;2618153.39;2670516.46;2723926.79;2778405.33;2833973.43
BP2014_2021-3/GBB-CBS/0020-00/7301000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7301000;IE-GEEN;Aanvullende belasting op de personenbelasting 7%;4327816.8099999996;4376219.88;4431043.51;4521693.2699999996;4528020.95;4583874.53
BP2014_2021-3/GBB-CBS/0020-00/7302000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7302000;IE-GEEN;Motorrijtuigen;137286.24;142498.54999999999;145348.51999999999;148255.49;151220.6;154245.01
BP2014_2021-3/GBB-CBS/0020-00/7315000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7315000;IE-GEEN;Afgifte identiteitsbewijzen/paspoorten/trouwboekjes/uittreksels;105000;76000;72000;59000;59000;59000
BP2014_2021-3/GBB-CBS/0020-00/7316000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7316000;IE-GEEN;Aanvragen stedenbouwkundige vergunningen;11000;10000;10000;10000;10000;10000
BP2014_2021-3/GBB-CBS/0020-00/7317000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7317000;IE-GEEN;Aanvragen/meldingen hinderlijke inrichtingen;340;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0020-00/7319999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7319999;IE-GEEN;Verkeerssignalisatie en afbakening;750;750;750;750;750;750
BP2014_2021-3/GBB-CBS/0020-00/7330100/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7330100;IE-GEEN;Op rioolnet aangesloten en aansluitbare gebouwen;24000;19000;19000;19000;19000;19000
BP2014_2021-3/GBB-CBS/0020-00/7330200/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7330200;IE-GEEN;Ontvangsten waterafvoerbijdrage (VMW);470729.29;426198.77;431739.35;437351.96;437351.96;437351.96
BP2014_2021-3/GBB-CBS/0020-00/7331100/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7331100;IE-GEEN;Begraving / bijzetting / verstrooiing;125;125;125;125;125;125
BP2014_2021-3/GBB-CBS/0020-00/7332200/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7332200;IE-GEEN;Diftar/ophaalronde;305000;320000;300000;300000;300000;300000
BP2014_2021-3/GBB-CBS/0020-00/7332300/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7332300;IE-GEEN;Afgifte zakken, klevers, recipiÃ«nten;61000;59000;59000;59000;59000;59000
BP2014_2021-3/GBB-CBS/0020-00/7332700/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7332700;IE-GEEN;Bedrijfsvuil / nijverheidsvuil;5000;5000;5000;5000;5000;5000
BP2014_2021-3/GBB-CBS/0020-00/7332800/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7332800;IE-GEEN;Sluikstorten;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0020-00/7340300/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7340300;IE-GEEN;Groeven: zand, kiezel, klei;1112.5;1000;1000;1000;1000;1000
BP2014_2021-3/GBB-CBS/0020-00/7341500/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7341500;IE-GEEN;Diensten verhuur voertuigen met bestuurder;998.58;946;952.92;959.97;959.97;959.97
BP2014_2021-3/GBB-CBS/0020-00/7341700/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7341700;IE-GEEN;Stapelplaatsen voor schroot / oude achtergelaten voertuigen/ materialen;700;700;700;700;700;700
BP2014_2021-3/GBB-CBS/0020-00/7342200/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7342200;IE-GEEN;Reclameborden;7700;7700;7700;7700;7700;7700
BP2014_2021-3/GBB-CBS/0020-00/7342400/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7342400;IE-GEEN;Verspreiding kosteloos reclamedrukwerk;95000;100000;100000;100000;100000;100000
BP2014_2021-3/GBB-CBS/0020-00/7374000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7374000;IE-GEEN;Leegstaande woningen en gebouwen;41250;40000;40000;40000;40000;40000
BP2014_2021-3/GBB-CBS/0020-00/7377000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7377000;IE-GEEN;Tweede verblijven;18000;15000;15000;15000;15000;15000
BP2014_2021-3/GBB-CBS/0030-00/6400001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0030-00;6400001;IE-GEEN;Roerende voorheffing op bankinteresten;3000;3000;3000;3000;3000;3000
BP2014_2021-3/GBB-CBS/0030-00/6570001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0030-00;6570001;IE-GEEN;Debetintresten bankrekeningen;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0030-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0030-00;7500000;IE-GEEN;Dividenden Finilek;20300;23000;23000;23000;23000;23000
BP2014_2021-3/GBB-CBS/0030-00/7510000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0030-00;7510000;IE-GEEN;intresten op rekening courant;20;20;20;20;20;20
BP2014_2021-3/GBB-CBS/0030-00/7510002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0030-00;7510002;IE-GEEN;Intereseten termijn -en spaarrekeningen en termijnbeleggingen;3000;1500;1500;1500;2000;2000
BP2014_2021-3/GBB-CBS/0040-00/1733000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0040-00;1733000;IE-GEEN;Schulden aan kredietinstellingen ten laste van het bestuur;1025000;2175000;1700000;;;
BP2014_2021-3/GBB-CBS/0040-00/4233000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;4233000;IE-GEEN;Aflossing van leningen;1052000;1094526.75;1055829.94;1054557.97;1025134.53;751330.88
BP2014_2021-3/GBB-CBS/0040-00/4240000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;4240000;IE-GEEN;Overige leningen;189580.65;190320.12;190591.55;190871.74;191160.98;181961.09
BP2014_2021-3/GBB-CBS/0040-00/6500000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;6500000;IE-GEEN;Intresten op leningen;260000;262660.19;290182.95;261117.06;240000;220000
BP2014_2021-3/GBB-CBS/0040-00/6500200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;6500200;IE-GEEN;Intresten op leningen;14000;20229.740000000002;20911.080000000002;20583.66;15000;14000
BP2014_2021-3/GBB-CBS/0050-00/2291000/BESTUUR/CBS/IE7/U;GBB-CBS;0050-00;2291000;IE7;Gebouwen - bedrijfsmatige MVA;21000;;;;;
BP2014_2021-3/GBB-CBS/0050-00/2610000/BESTUUR/CBS/IE7/U;GBB-CBS;0050-00;2610000;IE7;Gebouwen - overige MVA;22000;;;;;
BP2014_2021-3/GBB-CBS/0050-00/6100999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6100999;IE-GEEN;doorstorting Jachtrechten;6600;632.77;632.77;632.77;632.77;632.77
BP2014_2021-3/GBB-CBS/0050-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;3000;1000;1000;1000;1000;1000
BP2014_2021-3/GBB-CBS/0050-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;3500;3500;3500;3500;3500;3500
BP2014_2021-3/GBB-CBS/0050-00/6120100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6120100;IE-GEEN;Brandverzekering;20643.52;17562.990000000002;17914.25;18272.54;18300;18300
BP2014_2021-3/GBB-CBS/0050-00/6131010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6131010;IE-GEEN;Opmaak schattingsverslagen;3500;750;750;750;750;750
BP2014_2021-3/GBB-CBS/0050-00/6400000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6400000;IE-GEEN;Onroerende voorheffing;9111.32;9270.49;9432.0400000000009;9596.0300000000007;9700;9900
BP2014_2021-3/GBB-CBS/0050-00/7000002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0050-00;7000002;IE-GEEN;Verkoop van houthak;1810;;;;;
BP2014_2021-3/GBB-CBS/0050-00/7050002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0050-00;7050002;IE-GEEN;Verhuring van gebouwen aan openbare sector, kerkfabrieken, gezinnen, bedrijven;68141;68600;70000;71500;72800;74300
BP2014_2021-3/GBB-CBS/0050-00/7050003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0050-00;7050003;IE-GEEN;Opbrengsten uit verpachtingen;6753.76;7429.14;7429.14;7429.14;7577.72;7577.72
BP2014_2021-3/GBB-CBS/0050-00/7050999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0050-00;7050999;IE-GEEN;Andere huuropbrengsten;7861.24;7800;7800;7800;7800;7800
BP2014_2021-3/GBB-CBS/0050-00/7060002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0050-00;7060002;IE-GEEN;Opbrengsten uit jachtrechten;1256.06;1268.6199999999999;1281.3;1294.1199999999999;1307.06;1320.13
BP2014_2021-3/GBB-CBS/0090-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0090-00;7040999;IE-GEEN;Retributie wapenwet;441.81;300;300;300;300;300
BP2014_2021-3/GBB-CBS/0100-00/6200000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6200000;IE-GEEN;Bezoldiging burgemeester en schepenen;196770;200093.4;204095.27;238633.49;243406.16;248274.28
BP2014_2021-3/GBB-CBS/0100-00/6200001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6200001;IE-GEEN;Presentiegelden;32000;32000;32000;35000;35000;35000
BP2014_2021-3/GBB-CBS/0100-00/6200300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6200300;IE-GEEN;Dienstverplaatsingen;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0100-00/6206100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6206100;IE-GEEN;Vakantiegeld mandatarissen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0100-00/6210000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6210000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - politiek personeel;4124.6000000000004;4207.09;4291.2299999999996;5017.42;5117.7700000000004;5220.12
BP2014_2021-3/GBB-CBS/0100-00/6231005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6231005;IE-GEEN;Verzekering arbeidsongevallen;1594.44;1617.33;1640.68;1664.49;1688.63;1713.11
BP2014_2021-3/GBB-CBS/0100-00/6240000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6240000;IE-GEEN;Pensioenen politiek personeel;91846;93376.92;95244.46;97149.35;99092.34;101074.18
BP2014_2021-3/GBB-CBS/0100-00/7440000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0100-00;7440000;IE-GEEN;Inhouding pensioen;13200;13441;13441;13441;13441;13441
BP2014_2021-3/GBB-CBS/0110-00/6141003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141003;IE-GEEN;Post- en frankeringskosten;17500;19000;19000;19000;19000;19000
BP2014_2021-3/GBB-CBS/0110-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);1.5;3;3;3;3;3
BP2014_2021-3/GBB-CBS/0110-00/6141800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal;350;350;350;350;350;350
BP2014_2021-3/GBB-CBS/0110-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;31406.78;31591.95;32223.79;32868.26;33525.629999999997;34196.14
BP2014_2021-3/GBB-CBS/0110-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;34761.11;36252.32;37961.730000000003;38910.769999999997;39883.54;40880.629999999997
BP2014_2021-3/GBB-CBS/0110-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;12625;12889.37;13276.06;13607.96;13880.12;14157.72
BP2014_2021-3/GBB-CBS/0110-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;10016.5;10216.83;10421.17;10629.59;10842.18;11059.03
BP2014_2021-3/GBB-CBS/0110-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;429.17;437.75;446.5;455.43;455.43;455.43
