Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;Bedrag (Bj+0);Bedrag (Bj+1);Bedrag (Bj+2);Bedrag (Bj+3);Bedrag (Bj+4);Bedrag (Bj+5)
BP2014_2023-5./4.1.1.1/0701-00/6230001/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;500;500;500;500;500;500
BP2014_2023-5./4.1.1.1/0701-00/6231003/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6231003;IE-GEEN;Vakbondspremies;448.84;456.32;456.32;456.32;456.32;456.32
BP2014_2023-5./4.1.1.1/0701-00/6231004/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6231004;IE-GEEN;Maaltijdcheques;13800;13800;13800;13800;13800;13800
BP2014_2023-5./4.1.1.1/0701-00/6499000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6499000;IE-GEEN;Samenwerkingsovereenkomsten;;57270;64415.4;65703.710000000006;67017.78;68358.14
BP2014_2023-5./4.1.1.1/0701-00/6590000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0701-00;6590000;IE-GEEN;Bijdrage in exploitatieverliezen;1076.47;;;;;
BP2014_2023-5./4.1.1.1/0701-00/7470000/BESTUUR/CBS/IE-GEEN/O;4.1.1.1;0701-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;2100;2100;2100;2100;2100;2100
BP2014_2023-5./4.1.1.1/0709-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.1.1.1;0709-00;6493000;IE-GEEN;doorstorting werkingskosten  vzw De borre;23548.39;23548.39;23548.39;23548.39;23548.39;23548.39
BP2014_2023-5./4.1.1.2/0750-00/6149000/BESTUUR/CBS/IE-GEEN/U;4.1.1.2;0750-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;;500;500;500;500;500
BP2014_2023-5./4.1.1.3/0740-00/6120999/BESTUUR/CBS/IE-GEEN/U;4.1.1.3;0740-00;6120999;IE-GEEN;Overige verzekeringen;300;300;300;300;300;300
BP2014_2023-5./4.1.1.3/0740-00/6139999/BESTUUR/CBS/IE-GEEN/U;4.1.1.3;0740-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;3000;2500;2500;2500;2500;2500
BP2014_2023-5./4.1.1.3/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.1.1.3;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;400;400;400;400;400;400
BP2014_2023-5./4.1.1.4/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.1.1.4;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;1000;1000;1000;1000;1000;1000
BP2014_2023-5./4.1.1.4/0740-00/7005002/BESTUUR/CBS/IE-GEEN/O;4.1.1.4;0740-00;7005002;IE-GEEN;Opbrengsten uit bar/cafetaria;0;;;;;
BP2014_2023-5./4.1.1.4/0740-00/7010002/BESTUUR/CBS/IE-GEEN/O;4.1.1.4;0740-00;7010002;IE-GEEN;Inschrijvingsgelden;0;;;;;
BP2014_2023-5./4.1.1.5/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.1.1.5;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;0;;;;;
BP2014_2023-5./4.1.2.1/0701-00/2140007/BESTUUR/CBS/IE5/U;4.1.2.1;0701-00;2140007;IE5;Plannen en studies - Activa in aanbouw;;;;20000;;
BP2014_2023-5./4.1.2.1/0701-00/2400000/BESTUUR/CBS/IE5/U;4.1.2.1;0701-00;2400000;IE5;theatertechnische investeringen;38962;15538;5000;25000;25000;25000
BP2014_2023-5./4.1.2.1/0701-00/2420000/BESTUUR/CBS/IE5/U;4.1.2.1;0701-00;2420000;IE5;Kantooruitrusting - gemeenschapsgoederen;;6500;;;;
BP2014_2023-5./4.1.2.1/0709-00/2210500/BESTUUR/CBS/IE5/U;4.1.2.1;0709-00;2210500;IE5;electriciteit/verwarmingsketel buurthuis Korbeek-Lo;67000;;;;;
BP2014_2023-5./4.1.2.1/0709-00/2300000/BESTUUR/CBS/IE5/U;4.1.2.1;0709-00;2300000;IE5;Installaties, machines en uitrusting - gemeenschapsgoederen;;1900;2000;2000;2000;2000
BP2014_2023-5./4.1.2.1/0740-00/2400000/BESTUUR/CBS/IE5/U;4.1.2.1;0740-00;2400000;IE5;Overdracht krediet van 2017 naar 2018;6993.8;;;;;
BP2014_2023-5./4.1.2.2/0701-00/2140007/BESTUUR/CBS/IE5/U;4.1.2.2;0701-00;2140007;IE5;Overdracht krediet van 2017 naar 2018;17639.3;;;;;
BP2014_2023-5./4.1.2.2/0701-00/2210500/BESTUUR/CBS/IE5/U;4.1.2.2;0701-00;2210500;IE5;Overdracht krediet van 2017 naar 2018;89250.62;;;;;
BP2014_2023-5./4.1.2.3/0709-00/6640000/BESTUUR/CBS/IE5/U;4.1.2.3;0709-00;6640000;IE5;Overdracht krediet van 2017 naar 2018;20491.05;;;;;
BP2014_2023-5./4.2.1.1/0750-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.2.1.1;0750-00;6493000;IE-GEEN;Subsidie jeugdwerk;14426.19;14426.19;14426.19;14426.19;14426.19;14426.19
BP2014_2023-5./4.2.1.2/0740-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.2.1.2;0740-00;6493000;IE-GEEN;Impulssubsidies sportverenigingen;8500;8500;8500;8500;8500;8500
BP2014_2023-5./4.2.1.3/0740-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.2.1.3;0740-00;6493000;IE-GEEN;Toelage sportverenigingen;13500;13500;13500;13500;13500;13500
BP2014_2023-5./4.2.1.4/0701-00/6493000/BESTUUR/CBS/IE-GEEN/U;4.2.1.4;0701-00;6493000;IE-GEEN;Subsidies aan sociaal-culturele verenigingen;18199.97;17651.66;16000;16000;16000;16000
BP2014_2023-5./4.2.1.5/0750-00/6160200/BESTUUR/CBS/IE-GEEN/U;4.2.1.5;0750-00;6160200;IE-GEEN;Huur voertuigen;4500;6500;6500;6500;6500;6500
BP2014_2023-5./4.2.1.6/0750-00/6640000/BESTUUR/CBS/IE6/U;4.2.1.6;0750-00;6640000;IE6;Toegestane investeringssubsidies;4000;96252.39;200000;;;
BP2014_2023-5./4.2.1.7/0750-00/6149000/BESTUUR/CBS/IE-GEEN/U;4.2.1.7;0750-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;0;;;;;
BP2014_2023-5./4.2.2.1/0701-00/2400000/BESTUUR/CBS/IE6/U;4.2.2.1;0701-00;2400000;IE6;aankopen materiaal uitleendienst;1600;3000;3000;3000;3000;3000
BP2014_2023-5./4.2.2.1/0750-00/6001000/BESTUUR/CBS/IE-GEEN/U;4.2.2.1;0750-00;6001000;IE-GEEN;Aankoop technisch materiaal;1000;1000;1000;1000;1000;1000
BP2014_2023-5./4.2.2.1/0750-00/6150800/BESTUUR/CBS/IE-GEEN/U;4.2.2.1;0750-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;550;500;500;500;500;500
BP2014_2023-5./4.3.1.1/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.3.1.1;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;14000;500;500;500;500;500
BP2014_2023-5./4.3.1.1/0729-00/7000008/BESTUUR/CBS/IE-GEEN/O;4.3.1.1;0729-00;7000008;IE-GEEN;Verkoop van infobrochures;5000;2500;2500;;;
BP2014_2023-5./4.3.1.1/0729-00/7406999/BESTUUR/CBS/IE-GEEN/O;4.3.1.1;0729-00;7406999;IE-GEEN;subsidie provincie boek De Groote oorlog in Bierbeek;4225;;;;;
BP2014_2023-5./4.3.1.2/0729-00/2250000/BESTUUR/CBS/IE6/U;4.3.1.2;0729-00;2250000;IE6;Overige infrastructuur betreffende de wegen;4500;;;;;
BP2014_2023-5./4.3.1.3/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.3.1.3;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;200;200;200;200;200;200
BP2014_2023-5./4.3.2.1/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.3.2.1;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;600;8500;3100;6500;3100;6500
BP2014_2023-5./4.3.2.1/0729-00/7406999/BESTUUR/CBS/IE-GEEN/O;4.3.2.1;0729-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;;1000;;;;
BP2014_2023-5./4.3.2.2/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;4.3.2.2;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;1000;1000;1000;1000;1000;1000
BP2014_2023-5./4.3.3.1/0720-03/2140000/BESTUUR/CBS/IE6/U;4.3.3.1;0720-03;2140000;IE6;Plannen en studies;;;;;0;
BP2014_2023-5./4.3.3.1/0720-03/2210700/BESTUUR/CBS/IE6/U;4.3.3.1;0720-03;2210700;IE6;Gebouwen - erediensten - gemeenschapsgoederen;;65000;;;;
BP2014_2023-5./4.3.3.1/0720-03/6131002/BESTUUR/CBS/IE-GEEN/U;4.3.3.1;0720-03;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;;24278.65;;;;
BP2014_2023-5./4.3.3.1/0720-03/7406999/BESTUUR/CBS/IE-GEEN/O;4.3.3.1;0720-03;7406999;IE-GEEN;Overige specifieke projectsubsidies;;16052;;;;
BP2014_2023-5./4.3.3.2/0720-03/1500000/BESTUUR/CBS/IE6/O;4.3.3.2;0720-03;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;445816.06;;;;
BP2014_2023-5./4.3.3.2/0720-03/2140000/BESTUUR/CBS/IE6/U;4.3.3.2;0720-03;2140000;IE6;Plannen en studies;;12691.31;12691.31;;;
BP2014_2023-5./4.3.3.2/0720-03/2210700/BESTUUR/CBS/IE6/U;4.3.3.2;0720-03;2210700;IE6;Gebouwen - erediensten - gemeenschapsgoederen;;349010.79;349010.79;;;
BP2014_2023-5./4.3.3.3/0720-01/1500000/BESTUUR/CBS/IE6/O;4.3.3.3;0720-01;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;0;;;;
BP2014_2023-5./4.3.3.4/0720-01/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;0720-01;6640000;IE6;Toegestane investeringssubsidies;50000;;;;;
BP2014_2023-5./4.3.3.4/0720-02/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;0720-02;6640000;IE6;Toegestane investeringssubsidies;85953.74;49369.36;22868.83;;;
BP2014_2023-5./4.3.3.4/0720-03/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;0720-03;6640000;IE6;Toegestane investeringssubsidies;21723.53;10000;11852.84;;;
BP2014_2023-5./4.3.3.4/0720-04/6640000/BESTUUR/CBS/IE6/U;4.3.3.4;0720-04;6640000;IE6;Toegestane investeringssubsidies;;8000;;;;
BP2014_2023-5./5.1.1.3/0800-02/2410000/BESTUUR/CBS/IE6/U;5.1.1.3;0800-02;2410000;IE6;Informaticamaterieel - gemeenschapsgoederen;;;6000;6000;6000;6000
BP2014_2023-5./5.1.2.1/0800-02/6150002/BESTUUR/CBS/IE-GEEN/U;5.1.2.1;0800-02;6150002;IE-GEEN;Aankoop materiaal zorg -;3000;3000;2500;2500;2500;2500
BP2014_2023-5./5.1.2.1/0800-02/6207000/BESTUUR/CBS/IE-GEEN/U;5.1.2.1;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;50223.49;51479.07;52766.05;54085.2;55437.33;56823.26
BP2014_2023-5./5.1.2.2/0800-02/6150002/BESTUUR/CBS/IE-GEEN/U;5.1.2.2;0800-02;6150002;IE-GEEN;Aankoop materiaal zorg +;4500;4500;3500;3500;3500;3500
BP2014_2023-5./5.1.2.2/0800-02/6207000/BESTUUR/CBS/IE-GEEN/U;5.1.2.2;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;19316.73;19799.64;20294.63;20802;21322.05;21855.1
BP2014_2023-5./5.1.2.3/0800-02/6150002/BESTUUR/CBS/IE-GEEN/U;5.1.2.3;0800-02;6150002;IE-GEEN;Aankoop materiaal zorg anderstaligen;1500;2000;2000;2000;2000;2000
BP2014_2023-5./5.1.2.3/0800-02/6207000/BESTUUR/CBS/IE-GEEN/U;5.1.2.3;0800-02;6207000;IE-GEEN;Bezoldigingen onderwijzend personeel ten laste van het bestuur;7726.69;7919.86;8117.86;8320.7999999999993;8528.82;8742.0400000000009
BP2014_2023-5./5.1.3.2/0800-01/1500000/BESTUUR/CBS/IE6/O;5.1.3.2;0800-01;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;;;;296104.90000000002;
BP2014_2023-5./5.1.3.2/0800-01/2210200/BESTUUR/CBS/IE6/U;5.1.3.2;0800-01;2210200;IE6;Overdracht krediet van 2017 naar 2018;0;;;;;
BP2014_2023-5./5.1.3.3/0800-02/1500000/BESTUUR/CBS/IE6/O;5.1.3.3;0800-02;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;;0;;;
BP2014_2023-5./5.1.3.3/0800-02/2210200/BESTUUR/CBS/IE6/U;5.1.3.3;0800-02;2210200;IE6;Extra sanitair;10726.73;;;;;
BP2014_2023-5./5.1.3.4/0800-01/1500000/BESTUUR/CBS/IE6/O;5.1.3.4;0800-01;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;;;;;140000
BP2014_2023-5./5.1.3.4/0800-01/2140000/BESTUUR/CBS/IE6/U;5.1.3.4;0800-01;2140000;IE6;Plannen en studies;;10000;;;10000;
BP2014_2023-5./5.1.3.4/0800-01/2210200/BESTUUR/CBS/IE6/U;5.1.3.4;0800-01;2210200;IE6;Gebouwen - schoolgebouwen - gemeenschapsgoederen;12000;19000;;;200000;
BP2014_2023-5./5.1.3.4/0800-02/1500000/BESTUUR/CBS/IE6/O;5.1.3.4;0800-02;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;;;;;455000
BP2014_2023-5./5.1.3.4/0800-02/2140000/BESTUUR/CBS/IE6/U;5.1.3.4;0800-02;2140000;IE6;Plannen en studies;;10000;;;55000;
BP2014_2023-5./5.1.3.4/0800-02/2210200/BESTUUR/CBS/IE6/U;5.1.3.4;0800-02;2210200;IE6;Gebouwen - schoolgebouwen - gemeenschapsgoederen;;;;;650000;
BP2014_2023-5./5.1.3.5/0800-02/2400000/BESTUUR/CBS/IE6/U;5.1.3.5;0800-02;2400000;IE6;Meubilair - gemeenschapsgoederen;;7500;7500;;7500;
BP2014_2023-5./5.1.3.6/0800-01/2400000/BESTUUR/CBS/IE6/U;5.1.3.6;0800-01;2400000;IE6;Meubilair - gemeenschapsgoederen;8000;;;10000;;
BP2014_2023-5./5.1.3.6/0800-02/2400000/BESTUUR/CBS/IE6/U;5.1.3.6;0800-02;2400000;IE6;Meubilair - gemeenschapsgoederen;0;;;;;
BP2014_2023-5./5.2.1.2/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;5.2.1.2;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;1150;1000;1000;1000;1000;1000
BP2014_2023-5./5.2.1.2/0889-00/6139999/BESTUUR/CBS/IE-GEEN/U;5.2.1.2;0889-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;2000;3500;3500;3500;3500;3500
BP2014_2023-5./5.2.1.2/0889-00/6159999/BESTUUR/CBS/IE-GEEN/U;5.2.1.2;0889-00;6159999;IE-GEEN;Overige exploitatiekosten - schoolsport en naschoolse sportactiviteiten;2700;4950;4950;4950;4950;4950
BP2014_2023-5./5.2.1.2/0889-00/7040003/BESTUUR/CBS/IE-GEEN/O;5.2.1.2;0889-00;7040003;IE-GEEN;Tussenkomsten van ouders in het toezicht en de bijlessen;1000;500;500;500;500;500
BP2014_2023-5./6.1.1.1/0410-00/6494000/BESTUUR/CBS/IE-GEEN/U;6.1.1.1;0410-00;6494000;IE-GEEN;Bijdrage  werking brandweer;469658.57;414420.08;440316.58;467393.89;495437.52;525163.77
BP2014_2023-5./6.1.1.1/0410-00/6640000/BESTUUR/CBS/IE6/U;6.1.1.1;0410-00;6640000;IE6;Toegestane investeringssubsidies;130813;81375.72;86258.37;91433.87;96919.9;102735.1
BP2014_2023-5./6.1.1.2/0400-00/6494000/BESTUUR/CBS/IE-GEEN/U;6.1.1.2;0400-00;6494000;IE-GEEN;Bijdrage  werking politie;919555;979182;1008557.46;1038814.18;1069978.6100000001;1102077.97
BP2014_2023-5./6.1.2.4/0490-00/6159999/BESTUUR/CBS/IE-GEEN/U;6.1.2.4;0490-00;6159999;IE-GEEN;Overige exploitatiekosten;1500;1500;1500;1500;1500;1500
BP2014_2023-5./6.1.3.1/0119-00/6149000/BESTUUR/CBS/IE-GEEN/U;6.1.3.1;0119-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;0;;;;;
BP2014_2023-5./GBB-CBS/0010-00/7400000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0010-00;7400000;IE-GEEN;Gemeentefonds;1423374.4;1473192.8;1524755.2;1578121.6;1633356;1690524
BP2014_2023-5./GBB-CBS/0010-00/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0010-00;7404999;IE-GEEN;Overige algemene werkingssubsidies;783506.18;783506.18;783506.18;783506.18;783506.18;783506.18
BP2014_2023-5./GBB-CBS/0020-00/6479999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0020-00;6479999;IE-GEEN;Overige diverse operationele kosten;44560.9;46157.97;46814.17;47750.46;48705.47;49679.58
BP2014_2023-5./GBB-CBS/0020-00/7300000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7300000;IE-GEEN;Opcentiemen op de onroerende voorheffing;2689768.41;2780342.1;2835948.94;2892667.92;2950521.28;3009531.7
BP2014_2023-5./GBB-CBS/0020-00/7301000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7301000;IE-GEEN;Aanvullende belasting op de personenbelasting 7%;4004102.33;4589624.99;4681417.49;4775045.84;4870546.76;4967957.6900000004
BP2014_2023-5./GBB-CBS/0020-00/7302000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7302000;IE-GEEN;Motorrijtuigen;144883.54;147495.04000000001;150444.94;153453.84;156522.92000000001;159653.37
BP2014_2023-5./GBB-CBS/0020-00/7315000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7315000;IE-GEEN;Afgifte identiteitsbewijzen/paspoorten/trouwboekjes/uittreksels;78000;55000;55000;55000;50000;50000
BP2014_2023-5./GBB-CBS/0020-00/7316000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7316000;IE-GEEN;Aanvragen stedenbouwkundige vergunningen;7000;7000;7000;7000;7000;7000
BP2014_2023-5./GBB-CBS/0020-00/7317000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7317000;IE-GEEN;Aanvragen/meldingen hinderlijke inrichtingen;730;500;500;500;500;500
BP2014_2023-5./GBB-CBS/0020-00/7319999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7319999;IE-GEEN;Verkeerssignalisatie en afbakening;750;750;750;750;750;750
BP2014_2023-5./GBB-CBS/0020-00/7330100/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7330100;IE-GEEN;Op rioolnet aangesloten en aansluitbare gebouwen;47000;40000;40000;40000;40000;40000
BP2014_2023-5./GBB-CBS/0020-00/7330200/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7330200;IE-GEEN;Ontvangsten waterafvoerbijdrage (VMW);505000;510050;515150.5;520302.01;525505.03;530760.07999999996
BP2014_2023-5./GBB-CBS/0020-00/7331100/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7331100;IE-GEEN;Begraving / bijzetting / verstrooiing;250;125;125;125;125;125
BP2014_2023-5./GBB-CBS/0020-00/7332200/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7332200;IE-GEEN;Diftar/ophaalronde;270000;320000;320000;320000;320000;320000
BP2014_2023-5./GBB-CBS/0020-00/7332300/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7332300;IE-GEEN;Afgifte zakken, klevers, recipiÃ«nten;55000;55000;55000;55000;55000;55000
BP2014_2023-5./GBB-CBS/0020-00/7332700/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7332700;IE-GEEN;Bedrijfsvuil / nijverheidsvuil;5000;5000;5000;5000;5000;5000
BP2014_2023-5./GBB-CBS/0020-00/7332800/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7332800;IE-GEEN;Sluikstorten;0;;;;;
BP2014_2023-5./GBB-CBS/0020-00/7340300/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7340300;IE-GEEN;Groeven: zand, kiezel, klei;1500;1500;1500;1500;1500;1500
BP2014_2023-5./GBB-CBS/0020-00/7341500/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7341500;IE-GEEN;Diensten verhuur voertuigen met bestuurder;1700;1700;1700;1700;1700;1700
BP2014_2023-5./GBB-CBS/0020-00/7341700/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7341700;IE-GEEN;Stapelplaatsen voor schroot / oude achtergelaten voertuigen/ materialen;1400;1400;1400;1400;1400;1400
BP2014_2023-5./GBB-CBS/0020-00/7342200/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7342200;IE-GEEN;Reclameborden;10000;10000;10000;10000;10000;10000
BP2014_2023-5./GBB-CBS/0020-00/7342400/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7342400;IE-GEEN;Verspreiding kosteloos reclamedrukwerk;87000;90000;90000;90000;90000;90000
BP2014_2023-5./GBB-CBS/0020-00/7374000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7374000;IE-GEEN;Leegstaande woningen en gebouwen;37000;43000;43000;43000;43000;43000
BP2014_2023-5./GBB-CBS/0020-00/7377000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0020-00;7377000;IE-GEEN;Tweede verblijven;17000;18000;18000;18000;18000;18000
BP2014_2023-5./GBB-CBS/0030-00/2811000/BESTUUR/CBS/IE7/U;GBB-CBS;0030-00;2811000;IE7;Belang. in intergem. samenwerk. en soortg. ent. - te storten (-);25;;;;;
BP2014_2023-5./GBB-CBS/0030-00/6400001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0030-00;6400001;IE-GEEN;Roerende voorheffing op bankinteresten;200;300;400;500;1000;1000
BP2014_2023-5./GBB-CBS/0030-00/6570001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0030-00;6570001;IE-GEEN;Debetintresten bankrekeningen;100;100;100;100;100;100
BP2014_2023-5./GBB-CBS/0030-00/7500000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0030-00;7500000;IE-GEEN;Dividenden Finilek;26714.61;25368.9;23000;23000;23000;23000
BP2014_2023-5./GBB-CBS/0030-00/7510000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0030-00;7510000;IE-GEEN;intresten op rekening courant;20;20;20;20;20;20
BP2014_2023-5./GBB-CBS/0030-00/7510002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0030-00;7510002;IE-GEEN;Intereseten termijn -en spaarrekeningen en termijnbeleggingen;500;1000;1000;2000;2000;2000
BP2014_2023-5./GBB-CBS/0040-00/1733000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0040-00;1733000;IE-GEEN;Schulden aan kredietinstellingen ten laste van het bestuur;;5500000;3500000;1000000;1000000;
BP2014_2023-5./GBB-CBS/0040-00/4220000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;4220000;IE-GEEN;Leasingschulden en soortgelijke schulden in het kader van PPS-overeenkomsten;33331;34327;35352;36408;37496;38616
BP2014_2023-5./GBB-CBS/0040-00/4233000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;4233000;IE-GEEN;Aflossing van leningen;950000;942502.75;1137202.1499999999;1002730.46;999554.92;1024858.17
BP2014_2023-5./GBB-CBS/0040-00/4240000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;4240000;IE-GEEN;Overige leningen;196664.06;194895.45;195184.69;185984.8;185986.6;185988.52
BP2014_2023-5./GBB-CBS/0040-00/6500000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;6500000;IE-GEEN;Intresten op leningen;190000;169196.99;255086.84;314740.93;321475.44;330709.82
BP2014_2023-5./GBB-CBS/0040-00/6500100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;6500100;IE-GEEN;FinanciÃ«le kosten leasingschulden en soortgelijke schulden;9200;8200;7200;6200;5000;4000
BP2014_2023-5./GBB-CBS/0040-00/6500200/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0040-00;6500200;IE-GEEN;Intresten op leningen;10000;10522.66;9618.69;8683.4699999999993;8056.03;7428.48
BP2014_2023-5./GBB-CBS/0050-00/6100999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6100999;IE-GEEN;doorstorting Jachtrechten;700;700;700;700;700;700
BP2014_2023-5./GBB-CBS/0050-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;1500;5500;1000;1000;1000;1000
BP2014_2023-5./GBB-CBS/0050-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;1000;3500;3500;3500;3500;3500
BP2014_2023-5./GBB-CBS/0050-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6110000;IE-GEEN;Elektriciteit;50;50;50;50;50;50
BP2014_2023-5./GBB-CBS/0050-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6111000;IE-GEEN;Gas;100;100;100;100;100;100
BP2014_2023-5./GBB-CBS/0050-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6113000;IE-GEEN;Water;50;25;25;25;25;25
BP2014_2023-5./GBB-CBS/0050-00/6120100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6120100;IE-GEEN;Brandverzekering;12914.25;13300;13300;13300;13300;13300
BP2014_2023-5./GBB-CBS/0050-00/6131010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6131010;IE-GEEN;Opmaak schattingsverslagen;4250;1500;1500;1500;1500;1500
BP2014_2023-5./GBB-CBS/0050-00/6400000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0050-00;6400000;IE-GEEN;Onroerende voorheffing;9800;9900;9900;10100;10300;10500
BP2014_2023-5./GBB-CBS/0050-00/7050002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0050-00;7050002;IE-GEEN;Verhuring van gebouwen aan openbare sector, kerkfabrieken, gezinnen, bedrijven;76400;77900;79200;80700;81000;
BP2014_2023-5./GBB-CBS/0050-00/7050003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0050-00;7050003;IE-GEEN;Opbrengsten uit verpachtingen;7429.14;7429.14;7577.72;7577.72;7577.72;7577.72
BP2014_2023-5./GBB-CBS/0050-00/7050999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0050-00;7050999;IE-GEEN;Andere huuropbrengsten;8000;8000;8000;8000;8000;8000
