Code;Actie;Beleidsitem;Alg. rek.;Investeringsenveloppe;Omschrijving;Res. raming
GBB-CBS/0010-00/7404999/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0010-00;7404999;IE-GEEN;Overige algemene werkingssubsidies;€ 426.376,20
GBB-CBS/0010-00/7405001/BESTUUR/CBS/100/IE-GEEN/O;GBB-CBS;0010-00;7405001;IE-GEEN;Bijdrage gesubsidieerde contractuelen;
GBB-CBS/0020-00/6479999/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0020-00;6479999;IE-GEEN;Overige diverse operationele kosten;€ 40.915,09
GBB-CBS/0020-00/7300000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7300000;IE-GEEN;Opcentiemen op de onroerende voorheffing;€ 2.579.426,14
GBB-CBS/0020-00/7301000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7301000;IE-GEEN;Aanvullende belasting op de personenbelasting 7%;€ 4.091.409,75
GBB-CBS/0020-00/7302000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7302000;IE-GEEN;Motorrijtuigen;€ 137.286,24
GBB-CBS/0020-00/7315000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7315000;IE-GEEN;Afgifte identiteitsbewijzen/paspoorten/trouwboekjes/uittreksels;€ 105.000,00
GBB-CBS/0020-00/7316000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7316000;IE-GEEN;Aanvragen stedenbouwkundige vergunningen;€ 11.000,00
GBB-CBS/0020-00/7317000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7317000;IE-GEEN;Aanvragen/meldingen hinderlijke inrichtingen;€ 250,00
GBB-CBS/0020-00/7319999/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7319999;IE-GEEN;Verkeerssignalisatie en afbakening;€ 1.500,00
GBB-CBS/0020-00/7330100/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7330100;IE-GEEN;Op rioolnet aangesloten en aansluitbare gebouwen;€ 24.000,00
GBB-CBS/0020-00/7330200/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7330200;IE-GEEN;Ontvangsten waterafvoerbijdrage (VMW);€ 470.729,29
GBB-CBS/0020-00/7331100/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7331100;IE-GEEN;Begraving / bijzetting / verstrooiing;€ 125,00
GBB-CBS/0020-00/7332200/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7332200;IE-GEEN;Diftar/ophaalronde;€ 295.000,00
GBB-CBS/0020-00/7332300/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7332300;IE-GEEN;Afgifte zakken, klevers, recipiÃ«nten;€ 68.000,00
GBB-CBS/0020-00/7332700/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7332700;IE-GEEN;Bedrijfsvuil / nijverheidsvuil;€ 4.000,00
GBB-CBS/0020-00/7332800/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7332800;IE-GEEN;Sluikstorten;€ 0,00
GBB-CBS/0020-00/7340300/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7340300;IE-GEEN;Groeven: zand, kiezel, klei;€ 1.000,00
GBB-CBS/0020-00/7341500/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7341500;IE-GEEN;Diensten verhuur voertuigen met bestuurder;€ 339,21
GBB-CBS/0020-00/7341700/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7341700;IE-GEEN;Stapelplaatsen voor schroot / oude achtergelaten voertuigen/ materialen;€ 1.300,00
GBB-CBS/0020-00/7342200/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7342200;IE-GEEN;Reclameborden;€ 7.700,00
GBB-CBS/0020-00/7342400/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7342400;IE-GEEN;Verspreiding kosteloos reclamedrukwerk;€ 95.000,00
GBB-CBS/0020-00/7374000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7374000;IE-GEEN;Leegstaande woningen en gebouwen;€ 42.500,00
GBB-CBS/0020-00/7377000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0020-00;7377000;IE-GEEN;Tweede verblijven;€ 18.000,00
GBB-CBS/0030-00/6400001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0030-00;6400001;IE-GEEN;Roerende voorheffing op bankinteresten;€ 4.125,00
GBB-CBS/0030-00/6570001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0030-00;6570001;IE-GEEN;Debetintresten bankrekeningen;€ 100,00
GBB-CBS/0030-00/7500000/BESTUUR/CBS/440/IE-GEEN/O;GBB-CBS;0030-00;7500000;IE-GEEN;Opbrengsten uit financiÃ«le vaste activa;
GBB-CBS/0030-00/7500000/BESTUUR/CBS/441/IE-GEEN/O;GBB-CBS;0030-00;7500000;IE-GEEN;Dividenden Finilek;€ 20.300,00
GBB-CBS/0030-00/7510000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0030-00;7510000;IE-GEEN;intresten op rekening courant;€ 200,00
GBB-CBS/0030-00/7510002/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0030-00;7510002;IE-GEEN;Intereseten termijn -en spaarrekeningen en termijnbeleggingen;€ 5.000,00
GBB-CBS/0040-00/1733000/BESTUUR/CBS/700/IE-GEEN/O;GBB-CBS;0040-00;1733000;IE-GEEN;Schulden aan kredietinstellingen ten laste van het bestuur;€ 1.800.000,00
GBB-CBS/0040-00/1749000/BESTUUR/CBS/700/IE-GEEN/O;GBB-CBS;0040-00;1749000;IE-GEEN;Overige leningen;
GBB-CBS/0040-00/4233000/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0040-00;4233000;IE-GEEN;Aflossing van leningen;€ 1.052.000,00
GBB-CBS/0040-00/4240000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0040-00;4240000;IE-GEEN;Overige leningen;€ 185.054,25
GBB-CBS/0040-00/6500000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0040-00;6500000;IE-GEEN;FinanciÃ«le kosten van leningen ten laste van het bestuur;
GBB-CBS/0040-00/6500000/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0040-00;6500000;IE-GEEN;Intresten op leningen;€ 266.000,00
GBB-CBS/0040-00/6500100/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0040-00;6500100;IE-GEEN;FinanciÃ«le kosten leasingschulden;
GBB-CBS/0040-00/6500200/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0040-00;6500200;IE-GEEN;Intresten op leningen;€ 20.000,00
GBB-CBS/0050-00/2610000/BESTUUR/CBS/0/IE7/U;GBB-CBS;0050-00;2610000;IE7;Gebouwen - overige MVA;€ 22.000,00
GBB-CBS/0050-00/6100999/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0050-00;6100999;IE-GEEN;doorstorting Jachtrechten;€ 6.600,00
GBB-CBS/0050-00/6103001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0050-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 3.000,00
GBB-CBS/0050-00/6103010/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0050-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 3.500,00
GBB-CBS/0050-00/6120100/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0050-00;6120100;IE-GEEN;Brandverzekering;€ 20.643,52
GBB-CBS/0050-00/6131010/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0050-00;6131010;IE-GEEN;Opmaak schattingsverslagen;€ 3.500,00
GBB-CBS/0050-00/6400000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0050-00;6400000;IE-GEEN;Onroerende voorheffing;€ 9.111,32
GBB-CBS/0050-00/7000002/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0050-00;7000002;IE-GEEN;Verkoop van houthak;€ 1.810,00
GBB-CBS/0050-00/7050002/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0050-00;7050002;IE-GEEN;Verhuring van gebouwen aan openbare sector, kerkfabrieken, gezinnen, bedrijven;€ 72.741,00
GBB-CBS/0050-00/7050003/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0050-00;7050003;IE-GEEN;Opbrengsten uit verpachtingen;€ 6.753,76
GBB-CBS/0050-00/7050999/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0050-00;7050999;IE-GEEN;Andere huuropbrengsten;€ 5.300,00
GBB-CBS/0050-00/7060002/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0050-00;7060002;IE-GEEN;Opbrengsten uit jachtrechten;€ 1.256,06
GBB-CBS/0090-00/7040999/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0090-00;7040999;IE-GEEN;Retributie wapenwet;€ 300,00
GBB-CBS/0100-00/6200000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0100-00;6200000;IE-GEEN;Bezoldiging burgemeester en schepenen;€ 196.170,00
GBB-CBS/0100-00/6200001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0100-00;6200001;IE-GEEN;Presentiegelden;€ 32.000,00
GBB-CBS/0100-00/6200300/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0100-00;6200300;IE-GEEN;Dienstverplaatsingen;€ 100,00
GBB-CBS/0100-00/6206100/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0100-00;6206100;IE-GEEN;Vakantiegeld mandatarissen;€ 0,00
GBB-CBS/0100-00/6210000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0100-00;6210000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - politiek personeel;€ 4.124,60
GBB-CBS/0100-00/6231005/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0100-00;6231005;IE-GEEN;Verzekering arbeidsongevallen;€ 1.594,44
GBB-CBS/0100-00/6240000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0100-00;6240000;IE-GEEN;Pensioenen politiek personeel;€ 91.546,00
GBB-CBS/0100-00/7440000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0100-00;7440000;IE-GEEN;Inhouding pensioen;€ 13.200,00
GBB-CBS/0110-00/6141003/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6141003;IE-GEEN;Post- en frankeringskosten;€ 19.000,00
GBB-CBS/0110-00/6141007/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 1,50
GBB-CBS/0110-00/6141800/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal;€ 350,00
GBB-CBS/0110-00/6201000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 31.406,78
GBB-CBS/0110-00/6202000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;€ 0,00
GBB-CBS/0110-00/6203000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 31.711,11
GBB-CBS/0110-00/6211000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 12.575,00
GBB-CBS/0110-00/6211001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 0,00
GBB-CBS/0110-00/6212000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;€ 0,00
GBB-CBS/0110-00/6213000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 9.266,50
GBB-CBS/0110-00/6221100/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 429,17
GBB-CBS/0110-00/6222000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;€ 0,00
GBB-CBS/0110-00/6222100/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 0,00
GBB-CBS/0110-00/6223000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;€ 400,00
GBB-CBS/0110-00/6223100/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 242,62
GBB-CBS/0110-00/6231003/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6231003;IE-GEEN;Vakbondspremies;€ 96,84
GBB-CBS/0110-00/6231004/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0110-00;6231004;IE-GEEN;Maaltijdcheques;€ 2.700,00
GBB-CBS/0110-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0110-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;
GBB-CBS/0110-00/7470000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0110-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 300,00
GBB-CBS/0111-00/6131001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0111-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;€ 2.500,00
GBB-CBS/0111-00/6141007/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0111-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 0,00
GBB-CBS/0111-00/6201000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0111-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 141.231,24
GBB-CBS/0111-00/6211000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0111-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 51.906,00
GBB-CBS/0111-00/6211001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0111-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 0,00
GBB-CBS/0111-00/6221100/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0111-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 469,22
GBB-CBS/0111-00/6231003/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0111-00;6231003;IE-GEEN;Vakbondspremies;€ 96,84
GBB-CBS/0111-00/6231004/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0111-00;6231004;IE-GEEN;Maaltijdcheques;€ 2.700,00
GBB-CBS/0111-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0111-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;
GBB-CBS/0111-00/6599999/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0111-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;€ 10.500,00
GBB-CBS/0111-00/7405999/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0111-00;7405999;IE-GEEN;Vlaamse ondersteuningspremie;€ 7.200,00
GBB-CBS/0111-00/7470000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0111-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 450,00
GBB-CBS/0111-00/7599999/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0111-00;7599999;IE-GEEN;Andere financiÃ«le opbrengsten;€ 5,00
GBB-CBS/0112-00/6130001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6130001;IE-GEEN;Vergoedingen prestaties arbeidsgeneeskundige dienst;€ 2.100,00
GBB-CBS/0112-00/6131007/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6131007;IE-GEEN;Erelonen en vergoedingen voor selectie personeel;€ 0,00
GBB-CBS/0112-00/6141007/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 27.000,00
GBB-CBS/0112-00/6143007/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6143007;IE-GEEN;Publiciteit, advertenties & info;€ 5.000,00
GBB-CBS/0112-00/6201000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 53.821,00
GBB-CBS/0112-00/6211000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 22.651,47
GBB-CBS/0112-00/6211001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 0,00
GBB-CBS/0112-00/6221100/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 286,11
GBB-CBS/0112-00/6231000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6231000;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst;€ 6.528,64
GBB-CBS/0112-00/6231003/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6231003;IE-GEEN;Vakbondspremies;€ 48,42
GBB-CBS/0112-00/6231004/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0112-00;6231004;IE-GEEN;Maaltijdcheques;€ 1.550,00
GBB-CBS/0112-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0112-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;
GBB-CBS/0112-00/7450000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0112-00;7450000;IE-GEEN;Recuperaties van kosten;
GBB-CBS/0112-00/7470000/BESTUUR/CBS/0/IE-GEEN/O;GBB-CBS;0112-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 250,00
GBB-CBS/0119-00/2210800/BESTUUR/CBS/0/IE6/U;GBB-CBS;0119-00;2210800;IE6;Overdracht krediet van 2015 naar 2016;€ 2.016,00
GBB-CBS/0119-00/2210807/BESTUUR/CBS/0/IE6/U;GBB-CBS;0119-00;2210807;IE6;Gebouwen - andere gebouwen - gemeenschapsgoederen - Activa in aanbouw;€ 176.852,30
GBB-CBS/0119-00/2400000/BESTUUR/CBS/0/IE6/U;GBB-CBS;0119-00;2400000;IE6;kleine investeringen in meubilair en uitrusting;€ 12.000,00
GBB-CBS/0119-00/2420000/BESTUUR/CBS/0/IE6/U;GBB-CBS;0119-00;2420000;IE6;Kantooruitrusting - gemeenschapsgoederen;€ 11.000,00
GBB-CBS/0119-00/2430000/BESTUUR/CBS/0/IE6/U;GBB-CBS;0119-00;2430000;IE6;vervanging auto JIP-072 (2000);€ 24.000,00
GBB-CBS/0119-00/6040000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 1.000,00
GBB-CBS/0119-00/6103001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 12.500,00
GBB-CBS/0119-00/6103010/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 13.500,00
GBB-CBS/0119-00/6110000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6110000;IE-GEEN;Elektriciteit;€ 18.900,00
GBB-CBS/0119-00/6111000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6111000;IE-GEEN;Gas;€ 3.000,00
GBB-CBS/0119-00/6113000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6113000;IE-GEEN;Water;€ 2.000,00
GBB-CBS/0119-00/6113001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6113001;IE-GEEN;Andere energiebronnen (houtchips);€ 15.000,00
GBB-CBS/0119-00/6131001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;€ 11.000,00
GBB-CBS/0119-00/6131002/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;€ 41.000,00
GBB-CBS/0119-00/6131004/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6131004;IE-GEEN;Presentiegelden van commissies en jury's;€ 1.500,00
GBB-CBS/0119-00/6135002/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6135002;IE-GEEN;Uitgegeven was en linnen;€ 2.600,00
GBB-CBS/0119-00/6141001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6141001;IE-GEEN;Kantoorbenodigdheden;€ 10.000,00
GBB-CBS/0119-00/6141002/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6141002;IE-GEEN;Documentatie en abonnementen;€ 13.000,00
GBB-CBS/0119-00/6141004/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 20.500,00
GBB-CBS/0119-00/6141006/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;€ 11.500,00
GBB-CBS/0119-00/6141007/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 2,50
GBB-CBS/0119-00/6141800/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal;€ 1.500,00
GBB-CBS/0119-00/6142001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 9.000,00
GBB-CBS/0119-00/6142800/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;€ 73.500,00
GBB-CBS/0119-00/6142999/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6142999;IE-GEEN;Overige informaticakosten;€ 10.000,00
GBB-CBS/0119-00/6143001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6143001;IE-GEEN;Representatie- en receptiekosten & kosten onthaal;€ 30.000,00
GBB-CBS/0119-00/6143004/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6143004;IE-GEEN;Restaurantkosten;€ 750,00
GBB-CBS/0119-00/6149000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 400,00
GBB-CBS/0119-00/6150001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6150001;IE-GEEN;Aankoop klein materieel;€ 500,00
GBB-CBS/0119-00/6150003/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6150003;IE-GEEN;Kosten van bewaking en veiligheid;€ 21.000,00
GBB-CBS/0119-00/6150004/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;€ 100,00
GBB-CBS/0119-00/6150006/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6150006;IE-GEEN;Lidmaatschappen;€ 11.600,00
GBB-CBS/0119-00/6150011/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6150011;IE-GEEN;Kosten werkkleding;€ 400,00
GBB-CBS/0119-00/6150800/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;€ 1.750,00
GBB-CBS/0119-00/6160001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;€ 300,00
GBB-CBS/0119-00/6160003/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;€ 100,00
GBB-CBS/0119-00/6160004/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6160004;IE-GEEN;Olie en brandstof voor voertuigen;€ 1.000,00
GBB-CBS/0119-00/6160300/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;€ 350,00
GBB-CBS/0119-00/6201000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 246.470,00
GBB-CBS/0119-00/6203000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 43.258,00
GBB-CBS/0119-00/6211000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 105.630,00
GBB-CBS/0119-00/6211001/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 0,00
GBB-CBS/0119-00/6213000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 12.575,00
GBB-CBS/0119-00/6221100/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 1.629,12
GBB-CBS/0119-00/6223000/BESTUUR/CBS/0/IE-GEEN/U;GBB-CBS;0119-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;€ 400,00
