Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;
BP2014_2019-0/3.2.1.6/0200-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;3.2.1.6;Aanleg andere fietsinfrastructuur (fietsstallingen, fietssuggestiestroken, …);0200-00;Wegen;6150001;IE-GEEN;Aankoop klein materieel;€ 2,000.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;;ok;;;
BP2014_2019-0/3.2.1.10/0200-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.2.1.10;Inventariseren, opmaken en uitvoeren van een onderhoudsplan voor wegen en paden;0200-00;Wegen;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 125,000.00;€ 125,000.00;€ 125,000.00;€ 125,000.00;€ 125,000.00;€ 125,000.00;;ok;;;
BP2014_2019-0/3.2.2.1/0200-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.1;Opmaken en uitvoeren van een actieplan Trage Wegen;0200-00;Wegen;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;;ok;;;
BP2014_2019-0/3.3.2.3/0200-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.3;Opmaken en uitvoeren van een nieuw bermbeheerplan;0200-00;Wegen;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 30,000.00;€ 30,000.00;€ 30,000.00;€ 30,000.00;€ 30,000.00;€ 30,000.00;;ok;;;
BP2014_2019-0/3.3.2.4/0200-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.4;Opvolgen en uitvoeren van het parkbeheerplan van Salve Mater;0200-00;Wegen;6150001;IE-GEEN;Aankoop klein materieel;€ 0.00;€ 3,000.00;;;;;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6001000;IE-GEEN;Aankoop technisch materiaal;€ 4,000.00;€ 4,000.00;€ 4,005.00;€ 4,005.00;€ 4,005.00;€ 4,005.00;;in 2015 te bekijken - een aantal dingen van deze JBR staan geboekt op 6103501;;;
BP2014_2019-0/GBB-CBS/0200-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;;ok;;;
BP2014_2019-0/GBB-CBS/0200-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;€ 3,500.00;;ok;;;
BP2014_2019-0/GBB-CBS/0200-00/6103501/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;€ 36,000.00;€ 31,000.00;€ 31,000.00;€ 31,000.00;€ 31,000.00;€ 31,000.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6103512/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6103512;IE-GEEN;Onderhoud straatmeubilair;€ 450.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6103513/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6103513;IE-GEEN;Sneeuwopruiming en ijzelbestrijding;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;;ok;;;
BP2014_2019-0/GBB-CBS/0200-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6110000;IE-GEEN;Elektriciteit;€ 3,700.00;€ 4,600.00;€ 4,669.00;€ 4,739.04;€ 4,810.13;€ 4,882.28;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6111000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6111000;IE-GEEN;Gas;€ 5,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;€ 6,000.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6112000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6112000;IE-GEEN;Stookolie;€ 1,000.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;mag weg - geen stookolie in loods, maar gas;;;
BP2014_2019-0/GBB-CBS/0200-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6113000;IE-GEEN;Water;€ 1,000.00;€ 1,015.00;€ 1,030.23;€ 1,045.68;€ 1,061.36;€ 1,077.28;;1,5% index;ok;;
BP2014_2019-0/GBB-CBS/0200-00/6131001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;€ 1,000.00;€ 2,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6141001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6141001;IE-GEEN;Kantoorbenodigdheden;€ 200.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;;ok;;;
BP2014_2019-0/GBB-CBS/0200-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 10.00;€ 10.00;€ 10.00;€ 10.00;€ 10.00;€ 10.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 3,900.00;€ 3,900.00;€ 3,900.00;€ 3,900.00;€ 3,900.00;€ 3,900.00;;ok;;;
BP2014_2019-0/GBB-CBS/0200-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6150001;IE-GEEN;Verkeerssignalisatie;€ 14,000.00;€ 20,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;;op te volgen in 2015,,,;;;
BP2014_2019-0/GBB-CBS/0200-00/6150011/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6150011;IE-GEEN;Kosten werkkleding;€ 11,500.00;€ 15,000.00;€ 7,750.00;€ 6,250.00;€ 7,750.00;€ 8,500.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6150200/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6150200;IE-GEEN;Huur technisch materieel;€ 3,500.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6150300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;€ 23,500.00;€ 22,250.00;€ 23,312.50;€ 24,428.13;€ 18,500.00;€ 19,375.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6150800/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;ok;;;
BP2014_2019-0/GBB-CBS/0200-00/6160001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;€ 8,000.00;€ 17,000.00;€ 12,500.00;€ 12,500.00;€ 12,500.00;€ 12,500.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6160004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6160004;IE-GEEN;Olie en brandstof voor voertuigen;€ 40,000.00;€ 32,000.00;€ 32,000.00;€ 32,000.00;€ 32,000.00;€ 32,000.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6160300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;€ 0.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 235,450.00;€ 245,869.93;€ 252,016.68;€ 258,317.09;€ 264,775.02;€ 271,394.40;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6202000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;€ 208,550.00;€ 222,748.67;€ 228,317.39;€ 234,025.33;€ 239,875.96;€ 245,872.86;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 31,750.00;€ 32,543.75;€ 33,357.34;€ 34,191.28;€ 35,046.06;€ 35,922.21;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 49,400.00;€ 51,376.00;€ 53,431.04;€ 55,033.97;€ 56,684.99;€ 58,385.54;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;€ 9,800.00;€ 10,045.00;€ 10,296.13;€ 10,553.53;€ 10,818.37;€ 11,087.80;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 1,045.83;€ 1,066.75;€ 1,088.08;€ 1,109.84;€ 1,132.04;€ 1,154.68;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;€ 2,050.00;€ 2,101.25;€ 2,153.78;€ 2,207.63;€ 2,262.82;€ 2,319.39;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6222100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 1,525.70;€ 1,556.21;€ 1,587.34;€ 1,619.09;€ 1,651.47;€ 1,684.50;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6230001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 350.00;€ 355.25;€ 360.58;€ 365.99;€ 371.48;€ 377.05;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6231004;IE-GEEN;Maaltijdcheques;€ 18,900.00;€ 18,900.00;€ 18,900.00;€ 18,900.00;€ 18,900.00;€ 18,900.00;;;;;
BP2014_2019-0/GBB-CBS/0200-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 611.00;€ 620.17;€ 629.47;€ 638.91;€ 648.49;€ 658.22;;;;;
BP2014_2019-0/3.2.2.2/0210-00/6040000/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.2;Promoten van het openbaar vervoer;0210-00;Openbaar vervoer;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 4,000.00;€ 6,000.00;€ 4,000.00;€ 6,000.00;€ 4,000.00;€ 6,000.00;;ok;;;
BP2014_2019-0/3.2.2.2/0210-00/6150005/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.2;Promoten van het openbaar vervoer;0210-00;Openbaar vervoer;6150005;IE-GEEN;Overeenkomst De Lijn;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;€ 8,000.00;;ok;;;
BP2014_2019-0/GBB-CBS/0210-00/6100200/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0210-00;Openbaar vervoer;6100200;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (korte termijn);€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;ok;;;
BP2014_2019-0/3.2.2.1/0290-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.1;Opmaken en uitvoeren van een actieplan Trage Wegen;0290-00;Overige mobiliteit en verkeer;6139999;IE-GEEN;Uitvoering mobiliteitsplan : prestaties van derden;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;;;;;
BP2014_2019-0/3.2.2.3/0290-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.3;Opzetten van en deelnemen aan sensibilisatiecampagnes volgens het STOP-principe;0290-00;Overige mobiliteit en verkeer;6159999;IE-GEEN;Overige exploitatiekosten;€ 500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/3.2.2.4/0290-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.2.2.4;Onderzoeken en deelnemen aan acties inzake milieuvriendelijke mobiliteit;0290-00;Overige mobiliteit en verkeer;6159999;IE-GEEN;Overige exploitatiekosten;€ 500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/3.2.3.2/0290-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;3.2.3.2;Voeren van meetcampagnes;0290-00;Overige mobiliteit en verkeer;6139999;IE-GEEN;Prestaties van derden (Uitvoeren verkeersmetingen en -tellingen);€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;
BP2014_2019-0/3.2.3.3/0290-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.2.3.3;Ondernemen van sensibiliserende acties inzake doorgaand verkeer door de woonstraten;0290-00;Overige mobiliteit en verkeer;6159999;IE-GEEN;Overige exploitatiekosten;€ 500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/GBB-CBS/0290-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0290-00;Overige mobiliteit en verkeer;6159999;IE-GEEN;Sensibilisatie mobiliteit;€ 1,000.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/GBB-CBS/0300-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0300-00;Ophalen en verwerken van huishoudelijk afval;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 2,800.00;€ 2,800.00;€ 2,800.00;€ 2,800.00;€ 2,800.00;;;;;;
BP2014_2019-0/GBB-CBS/0300-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0300-00;Ophalen en verwerken van huishoudelijk afval;6159999;IE-GEEN;Inzameling herbruikbare goederen;€ 9,000.00;€ 415,000.00;€ 415,000.00;€ 415,000.00;€ 415,000.00;€ 415,000.00;;;;;
BP2014_2019-0/1.2.5.1/0309-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0309-00;Overig afval- en materialenbeheer;6150010;IE-GEEN;Opleidingskosten;€ 150.00;€ 150.00;€ 150.00;€ 150.00;€ 150.00;€ 150.00;;;;;
BP2014_2019-0/3.4.3.1/0309-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.3.1;Optimaliseren van het gemeentelijk containerpark en de groencompostering in eigen beheer;0309-00;Overig afval- en materialenbeheer;6159999;IE-GEEN;Overige exploitatiekosten;€ 271,500.00;€ 271,500.00;€ 271,500.00;€ 271,500.00;€ 271,500.00;€ 271,500.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6001000;IE-GEEN;Aankoop technisch materiaal;€ 500.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6040000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 6,500.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 3,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 2,000.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6110000;IE-GEEN;Elektriciteit;€ 2,000.00;€ 2,500.00;€ 2,537.50;€ 2,575.56;€ 2,614.19;€ 2,653.40;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6113000;IE-GEEN;Water;€ 600.00;€ 500.00;€ 507.50;€ 515.11;€ 522.84;€ 530.68;;1,5% index;€ 110.89;2014;
BP2014_2019-0/GBB-CBS/0309-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 406,000.00;€ 22,450.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 3,500.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 660.00;€ 660.00;€ 660.00;€ 660.00;€ 660.00;€ 660.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 440.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6149000;IE-GEEN;Overige administratie- en kantoorkosten;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6159999/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6159999;IE-GEEN;Diftar terugbetalingen;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6202000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;€ 37,900.00;€ 38,847.50;€ 39,818.69;€ 40,814.15;€ 41,834.51;€ 42,880.37;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;€ 2,050.00;€ 2,101.25;€ 2,153.78;€ 2,207.63;€ 2,262.82;€ 2,319.39;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;€ 400.00;€ 410.00;€ 420.25;€ 430.76;€ 441.53;€ 452.56;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6222100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 275.00;€ 280.50;€ 286.11;€ 291.83;€ 297.67;€ 303.62;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6231004;IE-GEEN;Maaltijdcheques;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;€ 1,350.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6493000;IE-GEEN;Subsidiëring zwerfvuilacties;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;
BP2014_2019-0/GBB-CBS/0309-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 47.00;€ 47.71;€ 48.42;€ 49.15;€ 49.88;€ 50.63;;;;;
BP2014_2019-0/3.1.2.3/0310-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.1.2.3;Stimuleren van maatregelen voor duurzaam bouwen en wonen;0310-00;Beheer van regen- en afvalwater;6491000;IE-GEEN;Sanering stookolietanks;€ 6,000.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/3.3.4.1/0310-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.3.4.1;Aanleggen en verbeteren van rioleringen;0310-00;Beheer van regen- en afvalwater;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 127,200.00;€ 142,600.00;€ 142,600.00;€ 127,600.00;€ 127,600.00;€ 127,600.00;;;127.6;;44.4
BP2014_2019-0/3.3.4.4/0310-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.3.4.4;Voeren van een milieuvriendelijk waterlopenbeheer;0310-00;Beheer van regen- en afvalwater;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 9,250.00;€ 9,250.00;€ 9,250.00;€ 9,250.00;€ 9,250.00;€ 9,250.00;;;;;
BP2014_2019-0/3.3.4.6/0310-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.3.4.6;Stimuleren van duurzaam watergebruik;0310-00;Beheer van regen- en afvalwater;6491000;IE-GEEN;Subsidie hemelwaterputten/infiltratiesystemen enz...;€ 12,000.00;€ 9,000.00;€ 6,000.00;;;;;;;;
BP2014_2019-0/GBB-CBS/0310-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;6001000;IE-GEEN;Aankoop technisch materiaal;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;;;;;
BP2014_2019-0/GBB-CBS/0310-00/6040000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
